author;author_type;link;city;deal_type;accommodation_type;floor;floors_count;rooms_count;total_meters;price_per_m2;price_per_month;commissions;district;street;underground
Apple Real Estate;real_estate_agent;https://www.cian.ru/rent/flat/286975278/;Москва;rent;flat;10;12;4;178.0;2359;420000;0;Тверской;1-й Тверской-Ямской переулок;Маяковская
Славянский Двор Остоженка;real_estate_agent;https://www.cian.ru/rent/flat/273817487/;Москва;rent;flat;2;6;4;283.0;6713;1900000;0;Хамовники;Остоженка;Кропоткинская
Whitewill Аренда;real_estate_agent;https://www.cian.ru/rent/flat/266223067/;Москва;rent;flat;4;7;4;150.0;3000;450000;0;Пресненский;Хлыновский тупик;Арбатская
Apple Real Estate;real_estate_agent;https://www.cian.ru/rent/flat/281440564/;Москва;rent;flat;3;9;4;140.0;2142;300000;0;Тверской;3-я Тверская-Ямская;Белорусская
Whitewill Аренда;real_estate_agent;https://www.cian.ru/rent/flat/283806911/;Москва;rent;flat;3;9;4;140.0;2142;300000;0;Тверской;3-я Тверская-Ямская;Белорусская
Whitewill Аренда;real_estate_agent;https://www.cian.ru/rent/flat/286337946/;Москва;rent;flat;2;5;5;190.0;4157;790000;0;Хамовники;переулок Хилков;Парк Культуры
Intermark Real Estate;real_estate_agent;https://www.cian.ru/rent/flat/283262012/;Москва;rent;flat;5;6;4;172.0;3488;600000;0;Хамовники;Волхонка;Боровицкая
BARNES International Realty;real_estate_agent;https://www.cian.ru/rent/flat/287673650/;Москва;rent;flat;10;12;4;145.0;1379;200000;0;Тверской;2-й Щемиловский переулок;Достоевская
АВИА-АПАРТ;real_estate_agent;https://www.cian.ru/rent/flat/252672747/;Москва;rent;flat;12;13;4;118.0;1478;174500;0;Хорошевский;Ходынский бульвар;ЦСКА
Whitewill Аренда;real_estate_agent;https://www.cian.ru/rent/flat/288083431/;Москва;rent;flat;16;57;4;152.0;1513;230000;0;Хорошевский;Чапаевский переулок;Аэропорт
Apple Real Estate;real_estate_agent;https://www.cian.ru/rent/flat/284227527/;Москва;rent;flat;19;57;5;228.0;1293;295000;0;Хорошевский;Чапаевский переулок;Сокол
GRAND ESTATE - Премиальная недвижимость;real_estate_agent;https://www.cian.ru/rent/flat/288096885/;Москва;rent;flat;3;5;4;160.0;5625;900000;0;Замоскворечье;Садовническая;Новокузнецкая
Apple Real Estate;real_estate_agent;https://www.cian.ru/rent/flat/272664984/;Москва;rent;flat;18;23;4;162.0;1666;270000;0;Аэропорт;Часовая;Сокол
Whitewill Аренда;real_estate_agent;https://www.cian.ru/rent/flat/283437124/;Москва;rent;flat;20;23;4;162.0;1666;270000;0;Аэропорт;Часовая;Сокол
Whitewill Аренда;real_estate_agent;https://www.cian.ru/rent/flat/283437121/;Москва;rent;flat;18;23;4;162.0;1666;270000;0;Аэропорт;Часовая;Сокол
Whitewill Аренда;real_estate_agent;https://www.cian.ru/rent/flat/287997101/;Москва;rent;flat;3;5;4;156.0;5769;900000;0;Замоскворечье;Садовническая;Новокузнецкая
Life Style;real_estate_agent;https://www.cian.ru/rent/flat/285154546/;Москва;rent;flat;3;6;4;150.0;1333;200000;0;Замоскворечье;Малая Ордынка;Третьяковская
Kalinka Group;real_estate_agent;https://www.cian.ru/rent/flat/287615531/;Москва;rent;flat;3;6;4;161.5;6068;980000;0;Замоскворечье;Садовническая набережная;Новокузнецкая
BARNES International Realty;real_estate_agent;https://www.cian.ru/rent/flat/277894157/;Москва;rent;flat;8;9;4;150.0;1866;280000;0;Хамовники;Фрунзенская набережная;Фрунзенская
Apple Real Estate;real_estate_agent;https://www.cian.ru/rent/flat/286542181/;Москва;rent;flat;2;5;5;215.0;2232;480000;0;Басманный;Фурманный переулок;Красные ворота
Kalinka Group;real_estate_agent;https://www.cian.ru/rent/flat/288539539/;Москва;rent;flat;6;6;5;220.0;1818;400000;0;Басманный;Солянка;Китай-город
Apple Real Estate;real_estate_agent;https://www.cian.ru/rent/flat/274315440/;Москва;rent;flat;1;3;5;220.0;2272;500000;0;Хорошевский;проезд Аэропорта;Аэропорт
Славянский Двор Остоженка;real_estate_agent;https://www.cian.ru/rent/flat/287811984/;Москва;rent;flat;21;24;5;230.0;1304;300000;0;Фили-Давыдково;Ватутина;Кунцевская
Whitewill Аренда;real_estate_agent;https://www.cian.ru/rent/flat/285700629/;Москва;rent;flat;2;5;5;215.0;2232;480000;0;Басманный;Фурманный переулок;Красные ворота
Apple Real Estate;real_estate_agent;https://www.cian.ru/rent/flat/287588412/;Москва;rent;flat;21;22;5;230.0;1304;300000;0;Фили-Давыдково;Ватутина;Кунцевская
GRAND ESTATE - Премиальная недвижимость;real_estate_agent;https://www.cian.ru/rent/flat/288755093/;Москва;rent;flat;3;8;4;196.0;2091;410000;0;Хамовники;Колымажный переулок;Кропоткинская
Whitewill Аренда;real_estate_agent;https://www.cian.ru/rent/flat/285918095/;Москва;rent;flat;10;10;4;170.0;2647;450000;0;Хамовники;3-я Фрунзенская;Фрунзенская
Trust Realty;real_estate_agent;https://www.cian.ru/rent/flat/285818309/;Москва;rent;flat;2;6;5;190.0;4157;790000;0;Хамовники;переулок Хилков;Парк Культуры
Whitewill Аренда;real_estate_agent;https://www.cian.ru/rent/flat/288804489/;Москва;rent;flat;14;14;4;220.0;4545;1000000;0;Дорогомилово;Студенческая;Студенческая
Apple Real Estate;real_estate_agent;https://www.cian.ru/rent/flat/285271840/;Москва;rent;flat;5;6;5;150.0;1333;200000;0;Пресненский;Трехпрудный переулок;Маяковская
Whitewill Аренда;real_estate_agent;https://www.cian.ru/rent/flat/284232936/;Москва;rent;flat;6;8;5;220.0;2272;500000;0;Замоскворечье;Озерковская набережная;Павелецкая
Mr. Franky Real Estate;real_estate_agent;https://www.cian.ru/rent/flat/288859354/;Москва;rent;flat;6;7;4;150.0;1866;280000;0;Пресненский;Тверской бульвар;Тверская
Apple Real Estate;real_estate_agent;https://www.cian.ru/rent/flat/286959255/;Москва;rent;flat;3;4;5;203.0;2709;550000;0;Мещанский;переулок Печатников;Цветной бульвар
HOUSE MALL - Городская недвижимость;real_estate_agent;https://www.cian.ru/rent/flat/278146446/;Москва;rent;flat;54;58;4;125.0;1400;175000;50;Ростокино;проспект Мира;Ростокино
HOUSE MALL - Городская недвижимость;real_estate_agent;https://www.cian.ru/rent/flat/288667707/;Москва;rent;flat;33;59;4;109.0;1284;140000;50;Ростокино;проспект Мира;Ростокино
ДОМ.РФ Аренда;real_estate_agent;https://www.cian.ru/rent/flat/288731186/;Москва;rent;flat;22;24;4;93.4;1423;132990;0;Даниловский;Автозаводская;Автозаводская
Apple Real Estate;real_estate_agent;https://www.cian.ru/rent/flat/284857971/;Москва;rent;flat;4;5;4;120.0;1916;230000;0;Пресненский;Большой Палашевский переулок;Пушкинская
Apple Real Estate;real_estate_agent;https://www.cian.ru/rent/flat/285750949/;Москва;rent;flat;4;5;5;170.0;2647;450000;0;Арбат;Гоголевский бульвар;Кропоткинская
Whitewill Аренда;real_estate_agent;https://www.cian.ru/rent/flat/284853409/;Москва;rent;flat;4;5;4;120.0;1916;230000;0;Пресненский;Большой Палашевский переулок;Тверская
Whitewill Аренда;real_estate_agent;https://www.cian.ru/rent/flat/285636122/;Москва;rent;flat;4;5;5;170.0;2647;450000;0;Арбат;Гоголевский бульвар;Кропоткинская
NF Group - ex-Knight Frank Russia;real_estate_agent;https://www.cian.ru/rent/flat/288664892/;Москва;rent;flat;2;7;5;310.0;6451;2000000;0;Хамовники;Ефремова;Фрунзенская
Whitewill Аренда;real_estate_agent;https://www.cian.ru/rent/flat/284596903/;Москва;rent;flat;2;7;5;312.0;6410;2000000;0;Хамовники;Ефремова;Спортивная
BARNES International Realty;real_estate_agent;https://www.cian.ru/rent/flat/280502284/;Москва;rent;flat;4;5;5;135.0;1259;170000;0;Басманный;Архангельский переулок;Чистые пруды
BARNES International Realty;real_estate_agent;https://www.cian.ru/rent/flat/279733865/;Москва;rent;flat;5;6;4;120.0;1250;150000;0;Тверской;Малая Дмитровка;Маяковская
BARNES International Realty;real_estate_agent;https://www.cian.ru/rent/flat/286656551/;Москва;rent;flat;3;14;4;170.0;1352;230000;0;Мещанский;Протопоповский переулок;Проспект Мира
Apple Real Estate;real_estate_agent;https://www.cian.ru/rent/flat/281031588/;Москва;rent;flat;2;5;4;120.0;2083;250000;0;Пресненский;Большой Палашевский переулок;Тверская
BARNES International Realty;real_estate_agent;https://www.cian.ru/rent/flat/283451960/;Москва;rent;flat;13;16;5;250.0;1200;300000;0;Таганский;Таганская;Марксистская
Аврора Проперти;real_estate_agent;https://www.cian.ru/rent/flat/286226840/;Москва;rent;flat;4;5;4;190.0;4831;917966;0;Хамовники;Большой Знаменский переулок;Кропоткинская
Аврора Проперти;real_estate_agent;https://www.cian.ru/rent/flat/286317483/;Москва;rent;flat;5;8;5;256.0;9765;2500000;0;Тверской;переулок Брюсов;Тверская
Firstly;real_estate_agent;https://www.cian.ru/rent/flat/285636873/;Москва;rent;flat;17;57;4;203.4;2409;490000;0;Хорошевский;Чапаевский переулок;Сокол
Whitewill Аренда;real_estate_agent;https://www.cian.ru/rent/flat/283437118/;Москва;rent;flat;2;5;4;120.0;2083;250000;0;Пресненский;Большой Палашевский переулок;Тверская
MERSI;real_estate_agent;https://www.cian.ru/rent/flat/286639166/;Москва;rent;flat;4;5;4;170.0;2647;450000;0;Арбат;Гоголевский бульвар;Кропоткинская
Whitewill Аренда;real_estate_agent;https://www.cian.ru/rent/flat/288646429/;Москва;rent;flat;1;3;5;220.0;2272;500000;0;Хорошевский;проезд Аэропорта;Аэропорт
NF Group - ex-Knight Frank Russia;real_estate_agent;https://www.cian.ru/rent/flat/287545834/;Москва;rent;flat;3;10;5;210.0;2619;550000;0;Арбат;Филипповский переулок;Кропоткинская
Whitewill Аренда;real_estate_agent;https://www.cian.ru/rent/flat/285136067/;Москва;rent;flat;5;6;5;165.0;1212;200000;0;Пресненский;Трехпрудный переулок;Маяковская
Apple Real Estate;real_estate_agent;https://www.cian.ru/rent/flat/286674693/;Москва;rent;flat;5;7;4;147.0;1700;250000;0;Хамовники;Ефремова;Спортивная
Apple Real Estate;real_estate_agent;https://www.cian.ru/rent/flat/285911361/;Москва;rent;flat;4;22;4;201.0;1592;320000;0;Хорошевский;Чапаевский переулок;Сокол
Whitewill Аренда;real_estate_agent;https://www.cian.ru/rent/flat/286298271/;Москва;rent;flat;5;7;4;150.0;1666;250000;0;Хамовники;Ефремова;Спортивная
MERSI;real_estate_agent;https://www.cian.ru/rent/flat/288256520/;Москва;rent;flat;4;57;4;201.0;1592;320000;0;Хорошевский;Чапаевский переулок;Аэропорт
BARNES International Realty;real_estate_agent;https://www.cian.ru/rent/flat/286160940/;Москва;rent;flat;5;18;4;215.0;1023;220000;0;Раменки;Мосфильмовская;Минская
ID 413522;realtor;https://www.cian.ru/rent/flat/287813402/;Москва;rent;flat;2;5;4;170.0;2352;400000;0;Пресненский;Спиридоновка;Пушкинская
Whitewill Аренда;real_estate_agent;https://www.cian.ru/rent/flat/285521912/;Москва;rent;flat;3;13;4;168.0;1964;330000;0;Арбат;1-й Смоленский переулок;Смоленская
ЦАО НЕДВИЖИМОСТЬ;real_estate_agent;https://www.cian.ru/rent/flat/287813254/;Москва;rent;flat;2;5;4;170.0;2352;400000;0;Пресненский;Спиридоновка;Пушкинская
Whitewill Аренда;real_estate_agent;https://www.cian.ru/rent/flat/284555257/;Москва;rent;flat;4;6;4;130.0;1615;210000;0;Арбат;переулок Сивцев Вражек;Смоленская
Apple Real Estate;real_estate_agent;https://www.cian.ru/rent/flat/283476361/;Москва;rent;flat;8;8;5;181.0;1933;350000;0;Хамовники;1-й Обыденский переулок;Кропоткинская
NF Group - ex-Knight Frank Russia;real_estate_agent;https://www.cian.ru/rent/flat/285362647/;Москва;rent;flat;3;6;5;245.0;4489;1100000;0;Хамовники;Пречистенка;Парк Культуры
Delight  Realty;real_estate_agent;https://www.cian.ru/rent/flat/288302051/;Москва;rent;flat;3;16;4;168.0;1964;330000;0;Арбат;1-й Смоленский переулок;Смоленская
Apple Real Estate;real_estate_agent;https://www.cian.ru/rent/flat/284857961/;Москва;rent;flat;8;8;4;160.0;2000;320000;0;Хамовники;Хамовнический Вал;Спортивная
Капиталъ-Недвижимость;real_estate_agent;https://www.cian.ru/rent/flat/277005042/;Москва;rent;flat;4;6;4;140.0;1500;210000;0;Арбат;переулок Сивцев Вражек;Смоленская
Whitewill Аренда;real_estate_agent;https://www.cian.ru/rent/flat/279148331/;Москва;rent;flat;6;7;4;150.0;1866;280000;0;Пресненский;Тверской бульвар;Тверская
Trust Realty;real_estate_agent;https://www.cian.ru/rent/flat/274364406/;Москва;rent;flat;1;3;5;220.0;2272;500000;0;Хорошевский;проезд Аэропорта;Аэропорт
Whitewill Аренда;real_estate_agent;https://www.cian.ru/rent/flat/286588504/;Москва;rent;flat;3;7;4;212.0;4245;900000;0;Хамовники;Молочный переулок;Кропоткинская
Whitewill Аренда;real_estate_agent;https://www.cian.ru/rent/flat/285434958/;Москва;rent;flat;8;8;4;135.0;2370;320000;0;Хамовники;Хамовнический Вал;Спортивная
Monumental Group;real_estate_agent;https://www.cian.ru/rent/flat/288367656/;Москва;rent;flat;5;5;4;164.0;1091;179000;0;Тверской;Петровский переулок;Пушкинская
Apple Real Estate;real_estate_agent;https://www.cian.ru/rent/flat/287428419/;Москва;rent;flat;1;4;5;240.0;3125;750000;0;Хамовники;Молочный переулок;Кропоткинская
Apple Real Estate;real_estate_agent;https://www.cian.ru/rent/flat/282548092/;Москва;rent;flat;2;5;4;250.0;1200;300000;0;Покровское-Стрешнево;Береговая;Сокол
Whitewill Аренда;real_estate_agent;https://www.cian.ru/rent/flat/285383316/;Москва;rent;flat;3;4;4;150.0;2666;400000;0;Хамовники;Пожарский переулок;Кропоткинская
Стоун Бридж эстейт;real_estate_agent;https://www.cian.ru/rent/flat/288419423/;Москва;rent;flat;2;7;5;311.0;6430;2000000;0;Хамовники;Ефремова;Фрунзенская
ЦАН;real_estate_agent;https://www.cian.ru/rent/flat/288313186/;Москва;rent;flat;7;33;4;118.0;847;100000;50;Нагатино-Садовники;1-й Нагатинский проезд;Нагатинская
Whitewill Аренда;real_estate_agent;https://www.cian.ru/rent/flat/283125865/;Москва;rent;flat;5;6;4;227.0;2643;600000;0;Арбат;переулок Плотников;Смоленская
ЦАН;real_estate_agent;https://www.cian.ru/rent/flat/288620392/;Москва;rent;flat;3;22;4;125.0;1840;230000;0;Кунцево;Ярцевская;Молодёжная
Apple Real Estate;real_estate_agent;https://www.cian.ru/rent/flat/282407228/;Москва;rent;flat;4;7;4;169.0;2662;450000;0;Тверской;Фадеева;Новослободская
Apple Real Estate;real_estate_agent;https://www.cian.ru/rent/flat/286470679/;Москва;rent;flat;19;22;5;178.0;1292;230000;0;Хорошевский;Чапаевский переулок;Сокол
Зиля Карамова;realtor;https://www.cian.ru/rent/flat/288578939/;Москва;rent;flat;32;43;4;200.0;1000;200000;0;Фили-Давыдково;Давыдковская;Славянский бульвар
Apple Real Estate;real_estate_agent;https://www.cian.ru/rent/flat/283841539/;Москва;rent;flat;29;45;4;175.0;2000;350000;0;Хорошево-Мневники;проспект Маршала Жукова;Деловой центр
Whitewill Аренда;real_estate_agent;https://www.cian.ru/rent/flat/282560879/;Москва;rent;flat;10;12;4;180.0;2333;420000;0;Тверской;1-й Тверской-Ямской переулок;Маяковская
MERSI;real_estate_agent;https://www.cian.ru/rent/flat/282557469/;Москва;rent;flat;10;12;4;180.0;2333;420000;0;Тверской;1-й Тверской-Ямской переулок;Маяковская
MERSI;real_estate_agent;https://www.cian.ru/rent/flat/286468127/;Москва;rent;flat;4;5;5;170.0;2647;450000;0;Арбат;Гоголевский бульвар;Кропоткинская
Антон Маслов;realtor;https://www.cian.ru/rent/flat/288909855/;Москва;rent;flat;6;8;4;110.0;909;100000;0;Аэропорт;Черняховского;Аэропорт
Макспол Парк Культуры;real_estate_agent;https://www.cian.ru/rent/flat/288881090/;Москва;rent;flat;13;15;5;170.0;794;135000;0;Левобережный;Ленинградское шоссе;Речной вокзал
ЦАН;real_estate_agent;https://www.cian.ru/rent/flat/287957907/;Москва;rent;flat;4;17;4;95.0;1000;95000;50;Хорошевский;Полины Осипенко;ЦСКА
BOYKOV Company;real_estate_agent;https://www.cian.ru/rent/flat/288041385/;Москва;rent;flat;19;22;4;100.0;1990;199000;0;Раменки;Минская;Ломоносовский проспект
NF Group - ex-Knight Frank Russia;real_estate_agent;https://www.cian.ru/rent/flat/285137442/;Москва;rent;flat;13;35;4;170.0;1470;250000;0;Сокольники;Русаковская;Сокольники
Whitewill Аренда;real_estate_agent;https://www.cian.ru/rent/flat/288064287/;Москва;rent;flat;29;48;4;175.0;2000;350000;0;Хорошево-Мневники;проспект Маршала Жукова;Октябрьское поле
Whitewill Аренда;real_estate_agent;https://www.cian.ru/rent/flat/279455673/;Москва;rent;flat;4;13;4;170.0;2647;450000;0;Тверской;Фадеева;Новослободская
Whitewill Аренда;real_estate_agent;https://www.cian.ru/rent/flat/282870163/;Москва;rent;flat;25;53;4;200.0;2500;500000;0;Раменки;Мосфильмовская;Минская
Whitewill Москва-Сити;real_estate_agent;https://www.cian.ru/rent/flat/285021503/;Москва;rent;flat;55;67;4;296.0;4222;1250000;0;Пресненский;набережная Пресненская;Деловой центр
Apple Real Estate;real_estate_agent;https://www.cian.ru/rent/flat/282200065/;Москва;rent;flat;4;7;4;130.0;1923;250000;0;Тверской;Тверская;Охотный ряд
NF Group - ex-Knight Frank Russia;real_estate_agent;https://www.cian.ru/rent/flat/286668284/;Москва;rent;flat;8;8;4;160.0;2000;320000;0;Хамовники;Хамовнический Вал;Спортивная
Apple Real Estate;real_estate_agent;https://www.cian.ru/rent/flat/287428425/;Москва;rent;flat;4;6;4;173.0;1994;345000;0;Пресненский;Скарятинский переулок;Баррикадная
Whitewill Аренда;real_estate_agent;https://www.cian.ru/rent/flat/282555998/;Москва;rent;flat;3;4;4;180.0;1944;350000;0;Арбат;Арбат;Смоленская
Whitewill Аренда;real_estate_agent;https://www.cian.ru/rent/flat/267185368/;Москва;rent;flat;6;18;5;402.0;1119;450000;0;Ломоносовский;Архитектора Власова;Профсоюзная
NF Group - ex-Knight Frank Russia;real_estate_agent;https://www.cian.ru/rent/flat/286943770/;Москва;rent;flat;3;4;5;203.0;2709;550000;0;Мещанский;переулок Печатников;Трубная
ПИК-Аренда;real_estate_agent;https://www.cian.ru/rent/flat/288937434/;Москва;rent;flat;7;14;4;96.9;877;85000;45;Войковский;Старопетровский проезд;Войковская
Slava Realty;real_estate_agent;https://www.cian.ru/rent/flat/286121734/;Москва;rent;flat;6;16;4;115.0;1869;215000;0;Замоскворечье;Мытная;Серпуховская
NF Group - ex-Knight Frank Russia;real_estate_agent;https://www.cian.ru/rent/flat/275502194/;Москва;rent;flat;8;8;4;256.0;1289;330000;0;Арбат;Кривоарбатский переулок;Смоленская
VISTA;real_estate_agent;https://www.cian.ru/rent/flat/277216902/;Москва;rent;flat;5;13;4;160.0;1031;165000;0;Тверской;Долгоруковская;Новослободская
BRIGHT ESTATE - городская недвижимость;real_estate_agent;https://www.cian.ru/rent/flat/288355245/;Москва;rent;flat;6;7;4;240.0;1458;350000;0;Раменки;Минская;
Apple Real Estate;real_estate_agent;https://www.cian.ru/rent/flat/286590497/;Москва;rent;flat;2;6;5;190.0;4157;790000;0;Хамовники;переулок Хилков;Парк Культуры
One Click Property;real_estate_agent;https://www.cian.ru/rent/flat/288971266/;Москва;rent;flat;3;5;5;439.5;9554;4199329;0;Хамовники;Остоженка;
Delight  Realty;real_estate_agent;https://www.cian.ru/rent/flat/284873193/;Москва;rent;flat;5;8;4;125.0;1760;220000;0;Хамовники;Оболенский переулок;Фрунзенская
Whitewill Аренда;real_estate_agent;https://www.cian.ru/rent/flat/288064289/;Москва;rent;flat;4;6;4;190.0;1578;300000;0;Хамовники;Бутиковский переулок;Парк Культуры
Trust Realty;real_estate_agent;https://www.cian.ru/rent/flat/286032592/;Москва;rent;flat;5;6;5;165.0;1212;200000;0;Пресненский;Трехпрудный переулок;Маяковская
МОСКВА СИТИ;real_estate_agent;https://www.cian.ru/rent/flat/282089143/;Москва;rent;flat;82;85;4;290.0;3448;1000000;0;Пресненский;1-й Красногвардейский проезд;Деловой центр
МОСКВА СИТИ;real_estate_agent;https://www.cian.ru/rent/flat/283239590/;Москва;rent;flat;55;95;5;330.0;2272;750000;0;Пресненский;набережная Пресненская;Деловой центр
Apple Real Estate;real_estate_agent;https://www.cian.ru/rent/flat/287909533/;Москва;rent;flat;11;11;5;180.0;1555;280000;0;Щукино;Расплетина;Октябрьское поле
Whitewill Аренда;real_estate_agent;https://www.cian.ru/rent/flat/287923367/;Москва;rent;flat;5;10;4;190.0;2105;400000;0;Тверской;Страстной бульвар;Пушкинская
Trust Realty;real_estate_agent;https://www.cian.ru/rent/flat/287746751/;Москва;rent;flat;6;8;5;220.0;2272;500000;0;Замоскворечье;Озерковская набережная;Павелецкая
Apple Real Estate;real_estate_agent;https://www.cian.ru/rent/flat/271428169/;Москва;rent;flat;5;14;4;132.0;1287;170000;0;Аэропорт;Ленинградский проспект;Аэропорт
Apple Real Estate;real_estate_agent;https://www.cian.ru/rent/flat/287428541/;Москва;rent;flat;4;6;4;156.0;1506;235000;0;Пресненский;переулок Брюсов;Охотный ряд
NF Group - ex-Knight Frank Russia;real_estate_agent;https://www.cian.ru/rent/flat/288817895/;Москва;rent;flat;4;6;4;196.0;2295;450000;0;Раменки;Косыгина;Воробьёвы горы
NF Group - ex-Knight Frank Russia;real_estate_agent;https://www.cian.ru/rent/flat/286138277/;Москва;rent;flat;3;7;4;211.4;4257;900000;0;Хамовники;Молочный переулок;Парк Культуры
Verges of estate;real_estate_agent;https://www.cian.ru/rent/flat/286337920/;Москва;rent;flat;16;57;4;153.0;1503;230000;0;Хорошевский;Чапаевский переулок;Сокол
Whitewill Аренда;real_estate_agent;https://www.cian.ru/rent/flat/286639878/;Москва;rent;flat;6;28;4;120.0;2666;320000;0;Лефортово;шоссе Энтузиастов;Авиамоторная
Apple Real Estate;real_estate_agent;https://www.cian.ru/rent/flat/287428550/;Москва;rent;flat;3;6;5;223.0;896;200000;0;Басманный;Солянка;Китай-город
Владимир Фетискин;realtor;https://www.cian.ru/rent/flat/283334742/;Москва;rent;flat;14;23;4;148.0;1452;215000;0;Хорошевский;Гризодубовой;ЦСКА
Apple Real Estate;real_estate_agent;https://www.cian.ru/rent/flat/283404575/;Москва;rent;flat;7;8;5;229.0;1004;230000;0;Тверской;Тверская;Маяковская
Delight  Realty;real_estate_agent;https://www.cian.ru/rent/flat/286174005/;Москва;rent;flat;3;6;5;180.0;1388;250000;0;Басманный;Солянка;Китай-город
Apple Real Estate;real_estate_agent;https://www.cian.ru/rent/flat/288712202/;Москва;rent;flat;2;4;4;120.0;1500;180000;0;Арбат;Малый Каковинский переулок;Смоленская
Apple Real Estate;real_estate_agent;https://www.cian.ru/rent/flat/287718042/;Москва;rent;flat;5;12;4;148.0;1689;250000;0;Марьина роща;Образцова;Достоевская
Славянский Двор Остоженка;real_estate_agent;https://www.cian.ru/rent/flat/288011667/;Москва;rent;flat;12;13;4;200.0;1450;290000;0;Мещанский;Гиляровского;Сухаревская
Whitewill Аренда;real_estate_agent;https://www.cian.ru/rent/flat/287120759/;Москва;rent;flat;3;12;4;150.0;2000;300000;0;Дорогомилово;Кутузовский проспект;Киевская
Apple Real Estate;real_estate_agent;https://www.cian.ru/rent/flat/284591196/;Москва;rent;flat;3;6;4;203.0;1970;400000;0;Раменки;Минская;Филёвский парк
Chase R.E.S.;real_estate_agent;https://www.cian.ru/rent/flat/285512293/;Москва;rent;flat;10;12;4;180.0;2333;420000;0;Тверской;1-й Тверской-Ямской переулок;Маяковская
Whitewill Аренда;real_estate_agent;https://www.cian.ru/rent/flat/288558357/;Москва;rent;flat;3;12;4;180.0;2500;450000;0;Тверской;1-й Тверской-Ямской переулок;Маяковская
Trust Realty;real_estate_agent;https://www.cian.ru/rent/flat/287646872/;Москва;rent;flat;3;4;5;203.0;2709;550000;0;Мещанский;переулок Печатников;Трубная
Whitewill Аренда;real_estate_agent;https://www.cian.ru/rent/flat/286719045/;Москва;rent;flat;7;12;4;360.0;2777;1000000;0;Хамовники;1-й Неопалимовский переулок;Парк Культуры
Apple Real Estate;real_estate_agent;https://www.cian.ru/rent/flat/287283955/;Москва;rent;flat;5;17;4;90.0;1222;110000;40;Хамовники;Смоленский бульвар;Парк Культуры
Kalinka Group;real_estate_agent;https://www.cian.ru/rent/flat/209964554/;Москва;rent;flat;10;34;4;180.0;1611;290000;0;Щукино;Авиационная;Щукинская
Kalinka Group;real_estate_agent;https://www.cian.ru/rent/flat/288981177/;Москва;rent;flat;4;5;4;167.0;1976;330000;0;Замоскворечье;Пятницкая;Новокузнецкая
Apple Real Estate;real_estate_agent;https://www.cian.ru/rent/flat/287962956/;Москва;rent;flat;6;8;4;105.0;1142;120000;50;Дорогомилово;Киевская;Студенческая
Apple Real Estate;real_estate_agent;https://www.cian.ru/rent/flat/287428445/;Москва;rent;flat;17;43;4;154.0;974;150000;0;Фили-Давыдково;Давыдковская;Славянский бульвар
Apple Real Estate;real_estate_agent;https://www.cian.ru/rent/flat/284207441/;Москва;rent;flat;12;13;4;101.0;2079;210000;0;Хамовники;Гагаринский переулок;Кропоткинская
Kalinka Group;real_estate_agent;https://www.cian.ru/rent/flat/167256554/;Москва;rent;flat;37;44;4;184.0;1250;230000;0;Хорошевский;Хорошевское шоссе;Беговая
Apple Real Estate;real_estate_agent;https://www.cian.ru/rent/flat/287336602/;Москва;rent;flat;2;22;4;100.0;900;90000;50;Ломоносовский;Академика Пилюгина;Новаторская
Whitewill Аренда;real_estate_agent;https://www.cian.ru/rent/flat/287145935/;Москва;rent;flat;12;12;4;110.0;2545;280000;0;Аэропорт;Ленинградский проспект;Петровский Парк
Dream Realty;real_estate_agent;https://www.cian.ru/rent/flat/286997508/;Москва;rent;flat;61;79;4;227.0;4405;1000000;50;Пресненский;1-й Красногвардейский проезд;Международная
SKOLKOVO НЕДВИЖИМОСТЬ;real_estate_agent;https://www.cian.ru/rent/flat/287822082/;Москва;rent;flat;4;7;4;200.0;1600;320000;0;Крылатское;Крылатская;Крылатское
Apple Real Estate;real_estate_agent;https://www.cian.ru/rent/flat/285452726/;Москва;rent;flat;3;11;4;110.0;1636;180000;0;Арбат;Смоленская набережная;Смоленская
Delight  Realty;real_estate_agent;https://www.cian.ru/rent/flat/288719507/;Москва;rent;flat;4;17;4;150.0;1666;250000;0;Раменки;Ломоносовский проспект;Университет
Apple Real Estate;real_estate_agent;https://www.cian.ru/rent/flat/288400051/;Москва;rent;flat;6;7;4;125.0;2000;250000;0;Хамовники;Остоженка;Кропоткинская
Apple Real Estate;real_estate_agent;https://www.cian.ru/rent/flat/274093242/;Москва;rent;flat;3;8;4;165.0;1212;200000;0;Замоскворечье;Малая Ордынка;Третьяковская
Apple Real Estate;real_estate_agent;https://www.cian.ru/rent/flat/288089032/;Москва;rent;flat;3;4;5;163.0;1104;180000;0;Арбат;Малый Каковинский переулок;Смоленская
Apple Real Estate;real_estate_agent;https://www.cian.ru/rent/flat/287574498/;Москва;rent;flat;3;4;5;195.0;1641;320000;0;Мещанский;Неглинная;Трубная
Apple Real Estate;real_estate_agent;https://www.cian.ru/rent/flat/281053475/;Москва;rent;flat;4;12;4;147.0;2517;370000;0;Пресненский;Малая Бронная;Маяковская
Whitewill Аренда;real_estate_agent;https://www.cian.ru/rent/flat/286632521/;Москва;rent;flat;7;10;4;160.0;5312;850000;0;Тверской;Новослободская;Менделеевская
