author;author_type;link;city;deal_type;accommodation_type;floor;floors_count;rooms_count;total_meters;price_per_m2;price_per_month;commissions;district;street;underground
OXE CAPITAL - Элитная Недвижимость;real_estate_agent;https://www.cian.ru/rent/flat/287574018/;Москва;rent;flat;12;15;3;95.0;1315;125000;0;Проспект Вернадского;Удальцова;Проспект Вернадского
ЦАН;real_estate_agent;https://www.cian.ru/rent/flat/288845058/;Москва;rent;flat;6;11;3;60.0;2166;130000;40;Донской;Духовской переулок;Тульская
Liberty Estate;real_estate_agent;https://www.cian.ru/rent/flat/288850697/;Москва;rent;flat;37;42;3;75.0;2400;180000;0;Филевский парк;Багратионовский проезд;Фили
Point Estate Город;real_estate_agent;https://www.cian.ru/rent/flat/281887122/;Москва;rent;flat;27;35;3;135.0;1370;185000;0;Крылатское;Крылатские Холмы;Крылатское
Trust Realty;real_estate_agent;https://www.cian.ru/rent/flat/284961161/;Москва;rent;flat;4;6;3;137.0;1678;230000;0;Хамовники;Остоженка;Парк Культуры
Apple Real Estate;real_estate_agent;https://www.cian.ru/rent/flat/283812279/;Москва;rent;flat;20;23;3;160.0;1500;240000;0;Покровское-Стрешнево;Иваньковское шоссе;Сокол
BARNES International Realty;real_estate_agent;https://www.cian.ru/rent/flat/276993995/;Москва;rent;flat;4;7;3;125.0;2400;300000;0;Хамовники;Остоженка;Парк Культуры
BARNES International Realty;real_estate_agent;https://www.cian.ru/rent/flat/286608061/;Москва;rent;flat;8;11;3;167.0;2095;350000;0;Тверской;3-я Тверская-Ямская;Маяковская
Trust Realty;real_estate_agent;https://www.cian.ru/rent/flat/281112371/;Москва;rent;flat;6;10;3;123.7;2829;350000;0;Якиманка;Малая Полянка;Полянка
EXCLUSIVE CITY;real_estate_agent;https://www.cian.ru/rent/flat/288308160/;Москва;rent;flat;33;79;3;85.0;5647;480000;0;Пресненский;1-й Красногвардейский проезд;Деловой центр
Kalinka Group;real_estate_agent;https://www.cian.ru/rent/flat/195164445/;Москва;rent;flat;25;53;3;145.0;3448;500000;0;Раменки;Мосфильмовская;Парк Победы
FS PROPERTY;real_estate_agent;https://www.cian.ru/rent/flat/279206284/;Москва;rent;flat;3;14;3;150.0;3933;590000;0;Хамовники;Трубецкая;Фрунзенская
Intermark Real Estate;real_estate_agent;https://www.cian.ru/rent/flat/285834584/;Москва;rent;flat;10;10;3;180.0;3333;600000;0;Аэропорт;Ленинградский проспект;Динамо
Славянский Двор Остоженка;real_estate_agent;https://www.cian.ru/rent/flat/288315118/;Москва;rent;flat;4;8;3;125.0;6718;839865;0;Пресненский;Малый Козихинский переулок;Пушкинская
Славянка - офис Северо-Запад;real_estate_agent;https://www.cian.ru/rent/flat/281250693/;Москва;rent;flat;3;32;3;113.0;1150;130000;0;Щукино;Расплетина;Октябрьское поле
Moscow Estate;real_estate_agent;https://www.cian.ru/rent/flat/271162304/;Москва;rent;flat;4;9;3;100.0;1400;140000;0;Тверской;Самотечная;Цветной бульвар
Moscow Estate;real_estate_agent;https://www.cian.ru/rent/flat/198215799/;Москва;rent;flat;3;21;3;125.0;1120;140000;0;Ломоносовский;Академика Пилюгина;Новые Черёмушки
Moscow Estate;real_estate_agent;https://www.cian.ru/rent/flat/192917664/;Москва;rent;flat;7;30;3;154.0;909;140000;0;Проспект Вернадского;Ленинский проспект;Проспект Вернадского
Apple Real Estate;real_estate_agent;https://www.cian.ru/rent/flat/280904177/;Москва;rent;flat;19;21;3;95.0;1473;140000;0;Филевский парк;Береговой проезд;Фили
Chase R.E.S.;real_estate_agent;https://www.cian.ru/rent/flat/288053650/;Москва;rent;flat;6;20;3;160.0;875;140000;0;Раменки;Мичуринский проспект;Раменки
BARNES International Realty;real_estate_agent;https://www.cian.ru/rent/flat/281915387/;Москва;rent;flat;5;8;3;102.0;1372;140000;0;Арбат;Арбат;Смоленская
Apple Real Estate;real_estate_agent;https://www.cian.ru/rent/flat/279014520/;Москва;rent;flat;5;7;3;110.0;1363;150000;0;Арбат;Новинский бульвар;Баррикадная
BARNES International Realty;real_estate_agent;https://www.cian.ru/rent/flat/286897482/;Москва;rent;flat;6;19;3;153.0;980;150000;0;Тверской;Краснопролетарская;Новослободская
BARNES International Realty;real_estate_agent;https://www.cian.ru/rent/flat/278749975/;Москва;rent;flat;2;16;3;108.0;1388;150000;0;Хамовники;Малый Власьевский переулок;Кропоткинская
Intermark Real Estate;real_estate_agent;https://www.cian.ru/rent/flat/288714325/;Москва;rent;flat;22;25;3;180.0;833;150000;0;Ломоносовский;Академика Пилюгина;Проспект Вернадского
Ashtons International Realty;real_estate_agent;https://www.cian.ru/rent/flat/277101943/;Москва;rent;flat;3;7;3;116.0;1336;155000;0;Мещанский;Астраханский переулок;Проспект Мира
Intermark Real Estate;real_estate_agent;https://www.cian.ru/rent/flat/283105912/;Москва;rent;flat;3;14;3;110.0;1409;155000;0;Марьина роща;Новосущевская;Менделеевская
Intermark Real Estate;real_estate_agent;https://www.cian.ru/rent/flat/276508316/;Москва;rent;flat;9;14;3;121.0;1280;155000;0;Мещанский;Протопоповский переулок;Проспект Мира
СТОЛИЦА Департамент недвижимости;real_estate_agent;https://www.cian.ru/rent/flat/286811127/;Москва;rent;flat;11;12;3;112.0;1383;155000;0;Раменки;Столетова;Раменки
Point Estate Город;real_estate_agent;https://www.cian.ru/rent/flat/287384461/;Москва;rent;flat;20;23;3;85.0;1823;155000;0;Аэропорт;Часовая;Сокол
Intermark Real Estate;real_estate_agent;https://www.cian.ru/rent/flat/288235960/;Москва;rent;flat;8;9;3;126.0;1269;160000;0;Тверской;2-я Тверская-Ямская;Белорусская
BARNES International Realty;real_estate_agent;https://www.cian.ru/rent/flat/287449450/;Москва;rent;flat;5;12;3;100.0;1650;165000;0;Якиманка;Серафимовича;Боровицкая
Ashtons International Realty;real_estate_agent;https://www.cian.ru/rent/flat/278653227/;Москва;rent;flat;5;12;3;95.0;1736;165000;0;Якиманка;Серафимовича;Боровицкая
Point Estate Город;real_estate_agent;https://www.cian.ru/rent/flat/282790736/;Москва;rent;flat;5;11;3;98.0;1683;165000;0;Якиманка;Серафимовича;Кропоткинская
Point Estate Город;real_estate_agent;https://www.cian.ru/rent/flat/288553163/;Москва;rent;flat;27;48;3;110.0;1500;165000;0;Раменки;Мосфильмовская;Парк Победы
Apple Real Estate;real_estate_agent;https://www.cian.ru/rent/flat/284675611/;Москва;rent;flat;3;8;3;120.0;1411;169400;0;Дорогомилово;набережная Тараса Шевченко;Киевская
Moscow Estate;real_estate_agent;https://www.cian.ru/rent/flat/285290674/;Москва;rent;flat;4;8;3;103.0;1650;170000;0;Тверской;Тверская;Охотный ряд
Intermark Real Estate;real_estate_agent;https://www.cian.ru/rent/flat/287964697/;Москва;rent;flat;4;8;3;90.0;1888;170000;0;Пресненский;Ермолаевский переулок;Маяковская
Apple Real Estate;real_estate_agent;https://www.cian.ru/rent/flat/283245010/;Москва;rent;flat;8;12;3;87.0;2068;180000;0;Марьина роща;1-я Ямская;Марьина роща
Apple Real Estate;real_estate_agent;https://www.cian.ru/rent/flat/259402288/;Москва;rent;flat;10;18;3;142.0;1267;180000;0;Аэропорт;Ленинградский проспект;Сокол
Apple Real Estate;real_estate_agent;https://www.cian.ru/rent/flat/275672816/;Москва;rent;flat;6;8;3;95.0;1894;180000;0;Якиманка;Малый Толмачевский переулок;Третьяковская
Славянка - офис Северо-Запад;real_estate_agent;https://www.cian.ru/rent/flat/285343343/;Москва;rent;flat;6;14;3;70.0;2571;180000;0;Раменки;проспект Генерала Дорохова;Минская
Verges of estate;real_estate_agent;https://www.cian.ru/rent/flat/288404077/;Москва;rent;flat;7;14;3;149.0;1208;180000;50;Тропарево-Никулино;проспект Вернадского;Тропарёво
BARNES International Realty;real_estate_agent;https://www.cian.ru/rent/flat/280658405/;Москва;rent;flat;3;5;3;135.0;1333;180000;0;Покровское-Стрешнево;Береговая;Тушинская
Intermark Real Estate;real_estate_agent;https://www.cian.ru/rent/flat/288431254/;Москва;rent;flat;7;8;3;100.0;1800;180000;0;Хамовники;Пречистенка;Парк Культуры
Intermark Real Estate;real_estate_agent;https://www.cian.ru/rent/flat/288677207/;Москва;rent;flat;6;8;3;100.0;1800;180000;0;Якиманка;Малый Толмачевский переулок;Третьяковская
Apple Real Estate;real_estate_agent;https://www.cian.ru/rent/flat/280899014/;Москва;rent;flat;27;35;3;135.0;1370;185000;0;Крылатское;Крылатские Холмы;Крылатское
Intermark Real Estate;real_estate_agent;https://www.cian.ru/rent/flat/285466740/;Москва;rent;flat;1;13;3;146.0;1301;190000;0;Тверской;Весковский тупик;Менделеевская
Moscow Estate;real_estate_agent;https://www.cian.ru/rent/flat/215016493/;Москва;rent;flat;5;6;3;98.0;2040;200000;0;Красносельский;Милютинский переулок;Сретенский бульвар
BARNES International Realty;real_estate_agent;https://www.cian.ru/rent/flat/271712915/;Москва;rent;flat;11;14;3;140.0;1428;200000;0;Мещанский;Протопоповский переулок;Проспект Мира
NF Group - ex-Knight Frank Russia;real_estate_agent;https://www.cian.ru/rent/flat/283143399/;Москва;rent;flat;2;8;3;112.0;1785;200000;0;Красносельский;переулок Даев;Сухаревская
NF Group - ex-Knight Frank Russia;real_estate_agent;https://www.cian.ru/rent/flat/283558981/;Москва;rent;flat;2;8;3;85.0;2352;200000;0;Тверской;1-я Тверская-Ямская;Маяковская
Ashtons International Realty;real_estate_agent;https://www.cian.ru/rent/flat/288743407/;Москва;rent;flat;8;19;3;120.0;1666;200000;0;Тверской;Краснопролетарская;Новослободская
Ashtons International Realty;real_estate_agent;https://www.cian.ru/rent/flat/280165107/;Москва;rent;flat;7;9;3;117.0;1709;200000;0;Замоскворечье;Серпуховский переулок;Серпуховская
Intermark Real Estate;real_estate_agent;https://www.cian.ru/rent/flat/288693447/;Москва;rent;flat;7;9;3;117.0;1709;200000;0;Замоскворечье;Серпуховский переулок;Серпуховская
Intermark Real Estate;real_estate_agent;https://www.cian.ru/rent/flat/284797120/;Москва;rent;flat;11;14;3;135.0;1481;200000;0;Мещанский;Протопоповский переулок;Проспект Мира
Point Estate Город;real_estate_agent;https://www.cian.ru/rent/flat/288498453/;Москва;rent;flat;5;6;3;90.0;2222;200000;0;Красносельский;Милютинский переулок;Тургеневская
Intermark Real Estate;real_estate_agent;https://www.cian.ru/rent/flat/285628384/;Москва;rent;flat;3;11;3;107.0;1962;210000;0;Басманный;Казарменный переулок;Курская
NF Group - ex-Knight Frank Russia;real_estate_agent;https://www.cian.ru/rent/flat/287085857/;Москва;rent;flat;7;18;3;155.0;1419;220000;0;Тверской;Краснопролетарская;Новослободская
Moscow Estate;real_estate_agent;https://www.cian.ru/rent/flat/216130155/;Москва;rent;flat;4;6;3;121.0;1900;230000;0;Хамовники;Остоженка;Парк Культуры
Apple Real Estate;real_estate_agent;https://www.cian.ru/rent/flat/284454979/;Москва;rent;flat;5;14;3;130.0;1923;250000;0;Хорошевский;Чапаевский переулок;Сокол
Apple Real Estate;real_estate_agent;https://www.cian.ru/rent/flat/271447668/;Москва;rent;flat;4;4;3;160.0;1562;250000;0;Мещанский;Сретенка;Чистые пруды
Apple Real Estate;real_estate_agent;https://www.cian.ru/rent/flat/281893552/;Москва;rent;flat;14;17;3;90.0;2777;250000;0;Пресненский;Большая Бронная;Тверская
Славянский Двор Остоженка;real_estate_agent;https://www.cian.ru/rent/flat/282382496/;Москва;rent;flat;3;8;3;108.0;2314;250000;0;Басманный;Казарменный переулок;Курская
Moscow Estate;real_estate_agent;https://www.cian.ru/rent/flat/279421757/;Москва;rent;flat;20;22;3;104.0;2403;250000;0;Раменки;Мосфильмовская;Ломоносовский проспект
Ашихмин и партнёры;real_estate_agent;https://www.cian.ru/rent/flat/288713072/;Москва;rent;flat;2;6;3;74.0;3378;250000;0;Пресненский;Малая Бронная;Маяковская
NF Group - ex-Knight Frank Russia;real_estate_agent;https://www.cian.ru/rent/flat/288457796/;Москва;rent;flat;5;8;3;80.0;3125;250000;0;Дорогомилово;Кутузовский проспект;Выставочная
EstateLiga;real_estate_agent;https://www.cian.ru/rent/flat/288558259/;Москва;rent;flat;6;13;3;89.0;2808;250000;0;Беговой;Ленинградский проспект;Динамо
Intermark Real Estate;real_estate_agent;https://www.cian.ru/rent/flat/281890394/;Москва;rent;flat;10;12;3;150.0;1666;250000;0;Пресненский;Заморенова;Краснопресненская
Intermark Real Estate;real_estate_agent;https://www.cian.ru/rent/flat/288548063/;Москва;rent;flat;10;12;3;96.0;2604;250000;0;Таганский;5-й Котельнический переулок;Таганская
ZAPAD REALTY - офис Маршала Жукова;real_estate_agent;https://www.cian.ru/rent/flat/288309793/;Москва;rent;flat;7;10;3;70.0;3571;250000;0;Дорогомилово;Большая Дорогомиловская;Киевская
ZAPAD REALTY - офис Маршала Жукова;real_estate_agent;https://www.cian.ru/rent/flat/288311106/;Москва;rent;flat;5;8;3;80.0;3125;250000;0;Дорогомилово;Кутузовский проспект;Выставочная
Moscow Estate;real_estate_agent;https://www.cian.ru/rent/flat/271810070/;Москва;rent;flat;9;9;3;152.0;1710;260000;0;Дорогомилово;Большая Дорогомиловская;Киевская
Intermark Real Estate;real_estate_agent;https://www.cian.ru/rent/flat/287001287/;Москва;rent;flat;5;6;3;112.0;2321;260000;0;Якиманка;Большая Полянка;Добрынинская
Point Estate Город;real_estate_agent;https://www.cian.ru/rent/flat/287454247/;Москва;rent;flat;5;6;3;124.0;2096;260000;0;Красносельский;Костянский переулок;
Славянский Двор Остоженка;real_estate_agent;https://www.cian.ru/rent/flat/282530137/;Москва;rent;flat;21;21;3;130.0;2076;270000;0;Пресненский;Большой Тишинский переулок;Белорусская
Trust Realty;real_estate_agent;https://www.cian.ru/rent/flat/281891066/;Москва;rent;flat;5;6;3;120.0;2250;270000;0;Покровское-Стрешнево;Береговая;Щукинская
Intermark Real Estate;real_estate_agent;https://www.cian.ru/rent/flat/287876979/;Москва;rent;flat;21;22;3;130.0;2076;270000;0;Пресненский;Большой Тишинский переулок;Баррикадная
Point Estate Город;real_estate_agent;https://www.cian.ru/rent/flat/284745742/;Москва;rent;flat;5;6;3;120.0;2250;270000;0;Покровское-Стрешнево;Береговая;Щукинская
Liberty Estate;real_estate_agent;https://www.cian.ru/rent/flat/287494999/;Москва;rent;flat;13;15;3;60.0;4666;280000;0;Останкинский;проспект Мира;Алексеевская
Apple Real Estate;real_estate_agent;https://www.cian.ru/rent/flat/271310934/;Москва;rent;flat;4;5;3;128.0;2187;280000;0;Якиманка;Лаврушинский переулок;Третьяковская
Trust Realty;real_estate_agent;https://www.cian.ru/rent/flat/286093876/;Москва;rent;flat;4;5;3;128.0;2187;280000;0;Якиманка;Лаврушинский переулок;Третьяковская
Whitewill Аренда;real_estate_agent;https://www.cian.ru/rent/flat/288650979/;Москва;rent;flat;4;5;3;128.0;2187;280000;0;Якиманка;Лаврушинский переулок;Третьяковская
MOSCOW CITY Realty;real_estate_agent;https://www.cian.ru/rent/flat/282598878/;Москва;rent;flat;45;78;3;84.0;3392;285000;0;Пресненский;1-й Красногвардейский проезд;Тестовская
Intermark Real Estate;real_estate_agent;https://www.cian.ru/rent/flat/277689724/;Москва;rent;flat;11;13;3;137.0;2080;285000;0;Арбат;1-й Смоленский переулок;Смоленская
ДОМ.РФ Аренда;real_estate_agent;https://www.cian.ru/rent/flat/288775691/;Москва;rent;flat;28;28;3;128.3;2282;292800;0;Филевский парк;Василисы Кожиной;Багратионовская
Slava Realty;real_estate_agent;https://www.cian.ru/rent/flat/288870750/;Москва;rent;flat;11;19;3;130.0;2307;300000;0;Замоскворечье;Мытная;Серпуховская
Apple Real Estate;real_estate_agent;https://www.cian.ru/rent/flat/280709020/;Москва;rent;flat;23;47;3;151.0;1986;300000;0;Раменки;Мосфильмовская;Минская
МТН;real_estate_agent;https://www.cian.ru/rent/flat/286144433/;Москва;rent;flat;3;10;3;163.0;1840;300000;0;Тверской;Весковский переулок;Новослободская
OXE CAPITAL - Элитная Недвижимость;real_estate_agent;https://www.cian.ru/rent/flat/288058895/;Москва;rent;flat;13;15;3;57.0;5263;300000;0;Останкинский;проспект Мира;Алексеевская
Trust Realty;real_estate_agent;https://www.cian.ru/rent/flat/288261285/;Москва;rent;flat;3;20;3;144.0;2083;300000;0;Хамовники;Комсомольский проспект;Фрунзенская
Intermark Real Estate;real_estate_agent;https://www.cian.ru/rent/flat/285516416/;Москва;rent;flat;3;8;3;150.0;2000;300000;0;Замоскворечье;Большая Татарская;Новокузнецкая
Intermark Real Estate;real_estate_agent;https://www.cian.ru/rent/flat/287556362/;Москва;rent;flat;5;10;3;112.0;2678;300000;0;Тверской;Большая Грузинская;Белорусская
Moscow Estate;real_estate_agent;https://www.cian.ru/rent/flat/199416788/;Москва;rent;flat;6;57;3;170.0;1764;300000;0;Хорошевский;Чапаевский переулок;Сокол
BARNES International Realty;real_estate_agent;https://www.cian.ru/rent/flat/287713444/;Москва;rent;flat;15;57;3;144.0;2083;300000;0;Хорошевский;Чапаевский переулок;Аэропорт
Intermark Real Estate;real_estate_agent;https://www.cian.ru/rent/flat/287509845/;Москва;rent;flat;4;13;3;176.0;1704;300000;0;Тверской;Весковский тупик;Менделеевская
Point Estate Город;real_estate_agent;https://www.cian.ru/rent/flat/286078272/;Москва;rent;flat;3;8;3;150.0;2000;300000;0;Замоскворечье;Большая Татарская;Новокузнецкая
Point Estate Город;real_estate_agent;https://www.cian.ru/rent/flat/283326445/;Москва;rent;flat;27;31;3;178.0;1685;300000;0;Очаково-Матвеевское;Нежинская;Минская
Moscow Estate;real_estate_agent;https://www.cian.ru/rent/flat/285091477/;Москва;rent;flat;2;4;3;134.0;2388;320000;0;Арбат;Малая Молчановка;Арбатская
Whitewill Аренда;real_estate_agent;https://www.cian.ru/rent/flat/288234284/;Москва;rent;flat;1;6;3;155.0;2064;320000;0;Мещанский;Трубная площадь;Трубная
Kalinka Group;real_estate_agent;https://www.cian.ru/rent/flat/163640845/;Москва;rent;flat;5;23;3;180.0;1777;320000;0;Покровское-Стрешнево;Иваньковское шоссе;Щукинская
Trust Realty;real_estate_agent;https://www.cian.ru/rent/flat/288284119/;Москва;rent;flat;4;8;3;136.0;2352;320000;0;Пресненский;Скатертный переулок;Арбатская
Trust Realty;real_estate_agent;https://www.cian.ru/rent/flat/281923568/;Москва;rent;flat;5;5;3;220.0;1454;320000;0;Мещанский;Варсонофьевский переулок;Кузнецкий мост
Intermark Real Estate;real_estate_agent;https://www.cian.ru/rent/flat/278526294/;Москва;rent;flat;4;8;3;136.0;2352;320000;0;Пресненский;Скатертный переулок;Арбатская
Trust Realty;real_estate_agent;https://www.cian.ru/rent/flat/288627322/;Москва;rent;flat;3;6;3;150.0;2333;350000;0;Басманный;Большой Казенный переулок;Курская
Ashtons International Realty;real_estate_agent;https://www.cian.ru/rent/flat/287197297/;Москва;rent;flat;1;6;3;155.0;2258;350000;0;Мещанский;Трубная площадь;Трубная
Intermark Real Estate;real_estate_agent;https://www.cian.ru/rent/flat/267334374/;Москва;rent;flat;4;7;3;157.0;2229;350000;0;Пресненский;Большой Гнездниковский переулок;Пушкинская
Intermark Real Estate;real_estate_agent;https://www.cian.ru/rent/flat/288027541/;Москва;rent;flat;6;7;3;100.0;3500;350000;0;Арбат;1-й Смоленский переулок;Смоленская
Point Estate Город;real_estate_agent;https://www.cian.ru/rent/flat/288472261/;Москва;rent;flat;4;4;3;150.0;2333;350000;0;Басманный;Малый Козловский переулок;Красные ворота
MOSCOW CITY Realty;real_estate_agent;https://www.cian.ru/rent/flat/268352321/;Москва;rent;flat;48;85;3;220.0;1727;380000;0;Пресненский;1-й Красногвардейский проезд;Деловой центр
Apple Real Estate;real_estate_agent;https://www.cian.ru/rent/flat/287428519/;Москва;rent;flat;5;7;3;110.0;3636;400000;0;Арбат;1-й Смоленский переулок;Смоленская
MOSCOW CITY pro;real_estate_agent;https://www.cian.ru/rent/flat/288702459/;Москва;rent;flat;32;85;3;190.0;2105;400000;0;Пресненский;1-й Красногвардейский проезд;Деловой центр
NF Group - ex-Knight Frank Russia;real_estate_agent;https://www.cian.ru/rent/flat/288210764/;Москва;rent;flat;1;9;3;68.2;5865;400000;0;Пресненский;Гранатный переулок;Тверская
Trust Realty;real_estate_agent;https://www.cian.ru/rent/flat/282320107/;Москва;rent;flat;5;7;3;110.0;3636;400000;0;Арбат;1-й Смоленский переулок;Смоленская
Intermark Real Estate;real_estate_agent;https://www.cian.ru/rent/flat/288137326/;Москва;rent;flat;13;16;3;120.0;3500;420000;0;Хамовники;Ружейный переулок;Смоленская
HOUSE MALL - Городская недвижимость;real_estate_agent;https://www.cian.ru/rent/flat/281836684/;Москва;rent;flat;9;15;3;130.0;3307;430000;0;Мещанский;Цветной бульвар;Трубная
Intermark Real Estate;real_estate_agent;https://www.cian.ru/rent/flat/284415951/;Москва;rent;flat;8;15;3;160.0;2812;450000;0;Хамовники;Саввинская набережная;Фрунзенская
Intermark Real Estate;real_estate_agent;https://www.cian.ru/rent/flat/284907372/;Москва;rent;flat;3;7;3;160.0;2812;450000;0;Пресненский;Хлыновский тупик;Арбатская
Intermark Real Estate;real_estate_agent;https://www.cian.ru/rent/flat/288367287/;Москва;rent;flat;4;8;3;130.0;3461;450000;0;Хамовники;1-й Зачатьевский переулок;Кропоткинская
Славянский Двор Остоженка;real_estate_agent;https://www.cian.ru/rent/flat/280063839/;Москва;rent;flat;3;8;3;132.0;4469;590000;0;Хамовники;Трубецкая;Фрунзенская
Intermark Real Estate;real_estate_agent;https://www.cian.ru/rent/flat/286390538/;Москва;rent;flat;9;10;3;180.0;3333;600000;0;Аэропорт;Ленинградский проспект;Динамо
BLACK MOSCOW CITY;real_estate_agent;https://www.cian.ru/rent/flat/288726851/;Москва;rent;flat;72;95;3;170.0;3823;650000;0;Пресненский;набережная Пресненская;Деловой центр
NF Group - ex-Knight Frank Russia;real_estate_agent;https://www.cian.ru/rent/flat/286176414/;Москва;rent;flat;65;76;3;190.2;3417;650000;0;Пресненский;набережная Пресненская;Международная
Славянский Двор Остоженка;real_estate_agent;https://www.cian.ru/rent/flat/280072647/;Москва;rent;flat;4;7;3;180.0;5555;1000000;0;Лучшее предложение в е Арбата3-комн. кв.;180 м²;
ЦАН;real_estate_agent;https://www.cian.ru/rent/flat/287732610/;Москва;rent;flat;19;22;3;75.0;866;65000;50;Алтуфьевский;Алтуфьевское шоссе;Бибирево
АЭРОБУС;real_estate_agent;https://www.cian.ru/rent/flat/288557019/;Москва;rent;flat;34;34;3;100.0;1400;140000;30;Аэропорт;Кочновский проезд;Гражданская
Verges of estate;real_estate_agent;https://www.cian.ru/rent/flat/277694828/;Москва;rent;flat;5;11;3;130.0;1530;199000;0;Щукино;Маршала Соколовского;Октябрьское поле
PEOPLE;real_estate_agent;https://www.cian.ru/rent/flat/286800306/;Москва;rent;flat;3;7;3;110.0;2272;250000;0;Хамовники;Усачева;Фрунзенская
BARNES International Realty;real_estate_agent;https://www.cian.ru/rent/flat/282870294/;Москва;rent;flat;21;21;3;130.0;2076;270000;0;Пресненский;Большой Тишинский переулок;Белорусская
Verges of estate;real_estate_agent;https://www.cian.ru/rent/flat/286007516/;Москва;rent;flat;16;36;3;125.0;2240;280000;0;Раменки;Минская;Минская
Славянский Двор Остоженка;real_estate_agent;https://www.cian.ru/rent/flat/271058268/;Москва;rent;flat;3;18;3;96.0;3541;340000;0;Пресненский;2-я Звенигородская;Улица 1905 года
Verges of estate;real_estate_agent;https://www.cian.ru/rent/flat/284064764/;Москва;rent;flat;4;6;3;146.0;2671;390000;0;Замоскворечье;Садовническая набережная;Новокузнецкая
Excellent real estate;real_estate_agent;https://www.cian.ru/rent/flat/288958607/;Москва;rent;flat;3;14;3;60.0;666;40000;35;Лосиноостровский;Челюскинская;Медведково
Мария Алесенко;realtor;https://www.cian.ru/rent/flat/288922874/;Москва;rent;flat;11;20;3;72.2;969;70000;0;;;Рассказовка
Brooklyn Estate;real_estate_agent;https://www.cian.ru/rent/flat/286250183/;Москва;rent;flat;16;24;3;85.0;1764;150000;50;Хорошевский;Хорошевское шоссе;Хорошёвская
Brooklyn Estate;real_estate_agent;https://www.cian.ru/rent/flat/287154169/;Москва;rent;flat;3;16;3;130.0;923;120000;50;Аэропорт;Петровско-Разумовская аллея;Петровский Парк
BY Moscow City;real_estate_agent;https://www.cian.ru/rent/flat/284487884/;Москва;rent;flat;36;75;3;192.0;1927;370000;0;Пресненский;набережная Пресненская;Деловой центр
Суламит-НГС;real_estate_agent;https://www.cian.ru/rent/flat/288331115/;Москва;rent;flat;11;12;3;61.5;894;55000;50;Очаково-Матвеевское;Озерная;Озёрная
formula estate;real_estate_agent;https://www.cian.ru/rent/flat/282151832/;Москва;rent;flat;14;20;3;80.0;1187;95000;25;Фили-Давыдково;Кастанаевская;Пионерская
Brooklyn Estate;real_estate_agent;https://www.cian.ru/rent/flat/287483456/;Москва;rent;flat;5;7;3;110.0;954;105000;50;Академический;Кржижановского;Профсоюзная
Brooklyn Estate;real_estate_agent;https://www.cian.ru/rent/flat/288762210/;Москва;rent;flat;18;37;3;75.0;2000;150000;50;Хорошевский;Ленинградский проспект;ЦСКА
BY Moscow City;real_estate_agent;https://www.cian.ru/rent/flat/275266380/;Москва;rent;flat;39;78;3;110.0;2727;300000;0;Пресненский;1-й Красногвардейский проезд;Тестовская
BY Moscow City;real_estate_agent;https://www.cian.ru/rent/flat/276626903/;Москва;rent;flat;23;78;3;96.0;3645;350000;0;Пресненский;1-й Красногвардейский проезд;Тестовская
РЕЛАЙФ;real_estate_agent;https://www.cian.ru/rent/flat/284437194/;Москва;rent;flat;4;9;3;90.0;1777;160000;0;Дорогомилово;Киевская;Студенческая
VISTA;real_estate_agent;https://www.cian.ru/rent/flat/265532164/;Москва;rent;flat;8;9;3;130.0;1384;180000;0;Пресненский;Тверской бульвар;Пушкинская
ЦАО НЕДВИЖИМОСТЬ;real_estate_agent;https://www.cian.ru/rent/flat/280854018/;Москва;rent;flat;4;9;3;180.0;5555;1000000;0;Арбат;Гоголевский бульвар;Арбатская
BY Moscow City;real_estate_agent;https://www.cian.ru/rent/flat/279217958/;Москва;rent;flat;47;78;3;94.0;3510;330000;0;Пресненский;1-й Красногвардейский проезд;Тестовская
BY Moscow City;real_estate_agent;https://www.cian.ru/rent/flat/274429868/;Москва;rent;flat;33;75;3;200.0;2250;450000;0;Пресненский;набережная Пресненская;Деловой центр
АДЕЛЬ;real_estate_agent;https://www.cian.ru/rent/flat/278010825/;Москва;rent;flat;30;30;3;223.0;1031;230000;0;Тимирязевский;Астрадамский проезд;Дмитровская
ID 32345717;realtor;https://www.cian.ru/rent/flat/288955322/;Москва;rent;flat;4;15;3;78.0;641;50000;0;Раменки;Винницкая;Раменки
ID 14924;realtor;https://www.cian.ru/rent/flat/288983280/;Москва;rent;flat;6;12;3;90.0;1666;150000;0;Филевский парк;Береговой проезд;Шелепиха
ID 50387557;realtor;https://www.cian.ru/rent/flat/242080784/;Москва;rent;flat;2;5;3;60.0;750;45000;60;Тимирязевский;Линейный проезд;Окружная
ID 12734397;unknown;https://www.cian.ru/rent/flat/285884428/;Москва;rent;flat;8;16;3;100.0;1200;120000;0;Дорогомилово;Дунаевского;Студенческая
ID 261037;realtor;https://www.cian.ru/rent/flat/288115145/;Москва;rent;flat;3;12;3;80.0;1750;140000;0;Донской;4-й Верхний Михайловский проезд;Шаболовская
REAL ESTATE PRO;real_estate_agent;https://www.cian.ru/rent/flat/252105404/;Москва;rent;flat;1;9;3;70.0;600;42000;25;Бирюлево Восточное;Загорьевский проезд;Кантемировская
ГАЛЕРЕЯ;real_estate_agent;https://www.cian.ru/rent/flat/287070478/;Москва;rent;flat;60;75;3;115.0;3478;400000;0;Пресненский;1-й Красногвардейский проезд;Тестовская
