author;author_type;link;city;deal_type;accommodation_type;floor;floors_count;rooms_count;total_meters;price_per_m2;price_per_month;commissions;district;street;underground
BARNES International Realty;real_estate_agent;https://www.cian.ru/rent/flat/287957786/;Москва;rent;flat;3;5;3;105.0;2380;250000;0;Хамовники;Курсовой переулок;Кропоткинская
ЦАН;real_estate_agent;https://www.cian.ru/rent/flat/288564040/;Москва;rent;flat;17;17;3;74.0;878;65000;50;Черемушки;Новочеремушкинская;Новые Черёмушки
Excellent real estate;real_estate_agent;https://www.cian.ru/rent/flat/288891392/;Москва;rent;flat;17;17;3;74.0;878;65000;50;Черемушки;Новочеремушкинская;Новые Черёмушки
Whitewill Аренда;real_estate_agent;https://www.cian.ru/rent/flat/287789841/;Москва;rent;flat;3;5;3;140.0;2142;300000;0;Якиманка;Большая Якиманка;Октябрьская
Apple Real Estate;real_estate_agent;https://www.cian.ru/rent/flat/288477875/;Москва;rent;flat;4;5;3;90.0;2444;220000;0;Арбат;Гоголевский бульвар;Кропоткинская
Apple Real Estate;real_estate_agent;https://www.cian.ru/rent/flat/286073995/;Москва;rent;flat;6;12;3;90.0;4444;400000;0;Хамовники;Ефремова;Фрунзенская
THE MOSCOW CITY;real_estate_agent;https://www.cian.ru/rent/flat/288004548/;Москва;rent;flat;42;85;3;161.0;2608;420000;0;Пресненский;1-й Красногвардейский проезд;Деловой центр
HOUSE MALL - Городская недвижимость;real_estate_agent;https://www.cian.ru/rent/flat/288576568/;Москва;rent;flat;9;50;3;77.0;2272;175000;50;Раменки;Мичуринский проспект;Раменки
АЛЬФА;real_estate_agent;https://www.cian.ru/rent/flat/288959512/;Москва;rent;flat;12;35;3;80.0;1687;135000;50;Раменки;Лобачевского;Аминьевская
Екатерина Боброва;realtor;https://www.cian.ru/rent/flat/288598131/;Москва;rent;flat;3;5;3;85.0;882;75000;0;Арбат;Панфиловский переулок;Смоленская
Whitewill Аренда;real_estate_agent;https://www.cian.ru/rent/flat/288406754/;Москва;rent;flat;53;75;3;224.0;2455;550000;0;Пресненский;набережная Пресненская;Международная
RainbowEstate;real_estate_agent;https://www.cian.ru/rent/flat/274165675/;Москва;rent;flat;14;57;3;105.0;1523;160000;0;Хорошевский;Чапаевский переулок;Сокол
ЛюксДом;real_estate_agent;https://www.cian.ru/rent/flat/270973245/;Москва;rent;flat;3;6;3;110.8;3610;400000;0;Хамовники;переулок Хилков;Парк Культуры
Whitewill Аренда;real_estate_agent;https://www.cian.ru/rent/flat/288233114/;Москва;rent;flat;4;5;3;90.0;2388;215000;0;Арбат;Гоголевский бульвар;Кропоткинская
ID 1371862;realtor;https://www.cian.ru/rent/flat/258882219/;Москва;rent;flat;5;9;3;61.0;901;55000;0;Вешняки;Вешняковская;Новокосино
Whitewill Аренда;real_estate_agent;https://www.cian.ru/rent/flat/285795712/;Москва;rent;flat;6;12;3;90.0;4444;400000;0;Хамовники;Ефремова;Фрунзенская
Славянский Двор Остоженка;real_estate_agent;https://www.cian.ru/rent/flat/288900337/;Москва;rent;flat;6;20;3;94.0;2340;220000;0;Беговой;Бумажный проезд;Белорусская
Contact Real Estate;real_estate_agent;https://www.cian.ru/rent/flat/283547124/;Москва;rent;flat;3;7;3;150.0;3666;550000;0;Хамовники;Пречистенская набережная;Кропоткинская
Trust Realty;real_estate_agent;https://www.cian.ru/rent/flat/285620146/;Москва;rent;flat;8;16;3;134.0;2238;300000;0;Арбат;Малый Новопесковский переулок;Смоленская
NF Group - ex-Knight Frank Russia;real_estate_agent;https://www.cian.ru/rent/flat/286730692/;Москва;rent;flat;6;12;3;90.0;4444;400000;0;Хамовники;Ефремова;Фрунзенская
NF Group - ex-Knight Frank Russia;real_estate_agent;https://www.cian.ru/rent/flat/285143978/;Москва;rent;flat;3;12;3;150.0;3933;590000;0;Хамовники;Трубецкая;Фрунзенская
SHOW ME;real_estate_agent;https://www.cian.ru/rent/flat/274712669/;Москва;rent;flat;2;10;3;115.0;2173;250000;0;Тверской;Большая Грузинская;Белорусская
Delight  Realty;real_estate_agent;https://www.cian.ru/rent/flat/285281733/;Москва;rent;flat;6;9;3;136.0;5147;700000;0;Тверской;1-я Тверская-Ямская;Маяковская
Apple Real Estate;real_estate_agent;https://www.cian.ru/rent/flat/284509295/;Москва;rent;flat;9;17;3;80.0;1862;149000;0;Беговой;Ленинградский проспект;Петровский Парк
Brooklyn Estate;real_estate_agent;https://www.cian.ru/rent/flat/288708676/;Москва;rent;flat;12;16;3;140.0;1421;199000;50;Сокольники;Короленко;Сокольники
Аврора Проперти;real_estate_agent;https://www.cian.ru/rent/flat/287435716/;Москва;rent;flat;7;10;3;124.0;9677;1200000;0;Мещанский;Звонарский переулок;Трубная
Аврора Проперти;real_estate_agent;https://www.cian.ru/rent/flat/288810997/;Москва;rent;flat;5;7;3;145.5;1237;180000;0;Покровское-Стрешнево;Береговая;Тушинская
Brooklyn Estate;real_estate_agent;https://www.cian.ru/rent/flat/288777015/;Москва;rent;flat;3;23;3;60.0;1666;100000;50;Хорошево-Мневники;3-я Хорошевская;Зорге
Whitewill Аренда;real_estate_agent;https://www.cian.ru/rent/flat/284436036/;Москва;rent;flat;9;17;3;80.0;1862;149000;0;Беговой;Ленинградский проспект;Петровский Парк
Apple Real Estate;real_estate_agent;https://www.cian.ru/rent/flat/286848542/;Москва;rent;flat;7;8;3;115.0;1739;200000;0;Дорогомилово;Студенческая;Студенческая
ЦАН;real_estate_agent;https://www.cian.ru/rent/flat/288849745/;Москва;rent;flat;29;50;3;81.0;1975;160000;50;Раменки;Мичуринский проспект;Раменки
Apple Real Estate;real_estate_agent;https://www.cian.ru/rent/flat/288376380/;Москва;rent;flat;4;7;3;130.0;3461;450000;0;Хамовники;1-й Зачатьевский переулок;Парк Культуры
Brooklyn Estate;real_estate_agent;https://www.cian.ru/rent/flat/288866276/;Москва;rent;flat;29;54;3;90.0;1777;160000;50;Раменки;Мичуринский проспект;Раменки
Brooklyn Estate;real_estate_agent;https://www.cian.ru/rent/flat/270084517/;Москва;rent;flat;8;16;3;90.0;2000;180000;50;Пресненский;Шмитовский проезд;Шелепиха
DOORS AGENCY;real_estate_agent;https://www.cian.ru/rent/flat/288859392/;Москва;rent;flat;7;21;3;50.0;1300;65000;50;Солнцево;Домостроительная;Говорово
ID 12958101;official_representative;https://www.cian.ru/rent/flat/287559893/;Москва;rent;flat;2;5;3;100.0;1100;110000;0;Пресненский;Гашека;Маяковская
ATLANT;real_estate_agent;https://www.cian.ru/rent/flat/288895604/;Москва;rent;flat;8;24;3;68.0;1176;80000;50;Западное Дегунино;Дмитровское шоссе;Верхние Лихоборы
ATLANT;real_estate_agent;https://www.cian.ru/rent/flat/288609940/;Москва;rent;flat;3;6;3;80.0;1062;85000;50;Басманный;Малый Казенный переулок;Курская
Trust Realty;real_estate_agent;https://www.cian.ru/rent/flat/285566422/;Москва;rent;flat;3;8;3;150.0;2000;300000;0;Замоскворечье;Большая Татарская;Новокузнецкая
ЦАН;real_estate_agent;https://www.cian.ru/rent/flat/288911535/;Москва;rent;flat;6;9;3;65.0;1076;70000;50;Мещанский;Большая Переяславская;Рижская
BARNES International Realty;real_estate_agent;https://www.cian.ru/rent/flat/287547403/;Москва;rent;flat;3;17;3;140.0;1000;140000;0;Ломоносовский;Академика Пилюгина;Новаторская
Trust Realty;real_estate_agent;https://www.cian.ru/rent/flat/287497331/;Москва;rent;flat;10;13;3;128.0;2968;380000;0;Пресненский;Большая Бронная;Тверская
Apple Real Estate;real_estate_agent;https://www.cian.ru/rent/flat/288104597/;Москва;rent;flat;2;7;3;164.0;3048;500000;0;Пресненский;Хлыновский тупик;Арбатская
Monumental Group;real_estate_agent;https://www.cian.ru/rent/flat/288228662/;Москва;rent;flat;11;38;3;87.0;1608;139970;0;Хорошевский;Хорошевское шоссе;Беговая
DOORS AGENCY;real_estate_agent;https://www.cian.ru/rent/flat/287909553/;Москва;rent;flat;2;14;3;67.0;2238;150000;0;Раменки;проспект Генерала Дорохова;Ломоносовский проспект
BARNES International Realty;real_estate_agent;https://www.cian.ru/rent/flat/280413065/;Москва;rent;flat;7;40;3;110.0;1318;145000;0;Обручевский;Профсоюзная;Новые Черёмушки
Brooklyn Estate;real_estate_agent;https://www.cian.ru/rent/flat/288867808/;Москва;rent;flat;11;11;3;70.0;2857;200000;50;Замоскворечье;Мытная;Серпуховская
Метрополь;real_estate_agent;https://www.cian.ru/rent/flat/288960241/;Москва;rent;flat;6;9;3;60.0;1000;60000;0;Бибирево;Пришвина;Бибирево
Apple Real Estate;real_estate_agent;https://www.cian.ru/rent/flat/280315059/;Москва;rent;flat;2;6;3;115.0;1739;200000;0;Красносельский;переулок Даев;Сухаревская
Apple Real Estate;real_estate_agent;https://www.cian.ru/rent/flat/282632022/;Москва;rent;flat;2;9;3;160.0;1375;220000;0;Басманный;Казарменный переулок;Курская
ATLANT;real_estate_agent;https://www.cian.ru/rent/flat/288963375/;Москва;rent;flat;6;9;3;63.0;952;60000;38;Бибирево;Пришвина;Бибирево
Unique Property;real_estate_agent;https://www.cian.ru/rent/flat/288972923/;Москва;rent;flat;3;3;3;120.0;650;78000;50;;;Румянцево
Kalinka Group;real_estate_agent;https://www.cian.ru/rent/flat/288911344/;Москва;rent;flat;2;5;3;110.0;2090;230000;0;Басманный;Покровка;Курская
ЦАН;real_estate_agent;https://www.cian.ru/rent/flat/288621121/;Москва;rent;flat;3;10;3;85.0;941;80000;50;Даниловский;Автозаводская;Автозаводская
Whitewill Аренда;real_estate_agent;https://www.cian.ru/rent/flat/284616267/;Москва;rent;flat;2;9;3;160.0;1375;220000;0;Басманный;Казарменный переулок;Курская
Apple Real Estate;real_estate_agent;https://www.cian.ru/rent/flat/287428439/;Москва;rent;flat;5;6;3;124.0;2096;260000;0;Красносельский;Костянский переулок;Сухаревская
MERSI;real_estate_agent;https://www.cian.ru/rent/flat/284554983/;Москва;rent;flat;4;32;3;170.0;1470;250000;0;Щукино;Авиационная;Щукинская
Apple Real Estate;real_estate_agent;https://www.cian.ru/rent/flat/265319096/;Москва;rent;flat;2;5;3;122.0;3114;380000;0;Тверской;Никольская;Лубянка
Владимир Поздняков;realtor;https://www.cian.ru/rent/flat/285525961/;Москва;rent;flat;5;7;3;110.0;3636;400000;0;Арбат;1-й Смоленский переулок;Смоленская
Славянский Двор Остоженка;real_estate_agent;https://www.cian.ru/rent/flat/288756026/;Москва;rent;flat;4;7;3;130.0;3461;450000;0;Хамовники;1-й Зачатьевский переулок;Парк Культуры
Ольга Соколова;realtor;https://www.cian.ru/rent/flat/272096982/;Москва;rent;flat;4;10;3;85.0;1529;130000;0;Марьина роща;Шереметьевская;Марьина роща
Славянский Двор Остоженка;real_estate_agent;https://www.cian.ru/rent/flat/281281041/;Москва;rent;flat;27;35;3;135.0;1370;185000;0;Крылатское;Крылатские Холмы;Крылатское
Whitewill Аренда;real_estate_agent;https://www.cian.ru/rent/flat/286551266/;Москва;rent;flat;1;4;3;180.0;2777;500000;0;Якиманка;3-й Кадашевский переулок;Третьяковская
Whitewill Аренда;real_estate_agent;https://www.cian.ru/rent/flat/264949178/;Москва;rent;flat;2;5;3;122.0;3114;380000;0;Тверской;Никольская;Лубянка
Excellent real estate;real_estate_agent;https://www.cian.ru/rent/flat/288975461/;Москва;rent;flat;2;5;3;50.0;800;40000;55;Царицыно;Ереванская;Царицыно
ATLANT;real_estate_agent;https://www.cian.ru/rent/flat/288944841/;Москва;rent;flat;13;30;3;60.0;1666;100000;50;Южнопортовый;Волгоградский проспект;Угрешская
ATLANT;real_estate_agent;https://www.cian.ru/rent/flat/288929919/;Москва;rent;flat;15;15;3;55.0;2000;110000;50;Марьина роща;1-я Ямская;Марьина роща
ЦАН;real_estate_agent;https://www.cian.ru/rent/flat/288888500/;Москва;rent;flat;4;25;3;84.0;714;60000;50;Орехово-Борисово Южное;Ясеневая;Домодедовская
Вероника Яшина;realtor;https://www.cian.ru/rent/flat/288927092/;Москва;rent;flat;2;26;3;80.0;875;70000;50;Обручевский;Новаторов;Новаторская
АЛЬФА;real_estate_agent;https://www.cian.ru/rent/flat/288903818/;Москва;rent;flat;10;17;3;90.0;888;80000;50;Щукино;Живописная;Щукинская
ATLANT;real_estate_agent;https://www.cian.ru/rent/flat/288886483/;Москва;rent;flat;8;10;3;90.0;1111;100000;50;Дорогомилово;Кутузовский проспект;Студенческая
ЦАН;real_estate_agent;https://www.cian.ru/rent/flat/288887353/;Москва;rent;flat;19;30;3;115.0;1086;125000;30;Проспект Вернадского;Ленинский проспект;Новаторская
ЦАН;real_estate_agent;https://www.cian.ru/rent/flat/288248447/;Москва;rent;flat;2;21;3;65.0;1338;87000;0;Филевский парк;Береговой проезд;Фили
АЛЬФА;real_estate_agent;https://www.cian.ru/rent/flat/288602244/;Москва;rent;flat;3;4;3;60.0;1166;70000;40;Даниловский;Автозаводская;ЗИЛ
ЦАН;real_estate_agent;https://www.cian.ru/rent/flat/288651153/;Москва;rent;flat;5;25;3;80.0;1000;80000;50;Тропарево-Никулино;Покрышкина;Юго-Западная
Зиля Карамова;realtor;https://www.cian.ru/rent/flat/272336943/;Москва;rent;flat;32;43;3;200.0;750;150000;0;Фили-Давыдково;Давыдковская;Славянский бульвар
ATLANT;real_estate_agent;https://www.cian.ru/rent/flat/288340588/;Москва;rent;flat;4;23;3;60.0;783;47000;50;Некрасовка;Маресьева;Некрасовка
ЦАН;real_estate_agent;https://www.cian.ru/rent/flat/286554154/;Москва;rent;flat;3;16;3;80.0;687;55000;50;Тропарево-Никулино;Ленинский проспект;Юго-Западная
ЦАН;real_estate_agent;https://www.cian.ru/rent/flat/287289542/;Москва;rent;flat;7;14;3;80.0;775;62000;50;Выхино-Жулебино;Генерала Кузнецова;Жулебино
ATLANT;real_estate_agent;https://www.cian.ru/rent/flat/287386391/;Москва;rent;flat;7;11;3;80.0;875;70000;50;Бирюлево Восточное;6-я Радиальная;Царицыно
ATLANT;real_estate_agent;https://www.cian.ru/rent/flat/288180825/;Москва;rent;flat;2;7;3;65.0;1692;110000;50;Котловка;Нагорная;Нагатинская
ЦАН;real_estate_agent;https://www.cian.ru/rent/flat/288450709/;Москва;rent;flat;25;32;3;95.0;1263;120000;0;Хорошевский;Хорошевское шоссе;Беговая
ЦАН;real_estate_agent;https://www.cian.ru/rent/flat/284547522/;Москва;rent;flat;5;16;3;80.0;937;75000;50;Обручевский;Академика Опарина;Беляево
ATLANT;real_estate_agent;https://www.cian.ru/rent/flat/288632431/;Москва;rent;flat;9;9;3;60.0;1000;60000;50;Метрогородок;Открытое шоссе;Бульвар Рокоссовского
MERSI;real_estate_agent;https://www.cian.ru/rent/flat/286502560/;Москва;rent;flat;6;48;3;141.0;921;130000;0;Хорошево-Мневники;проспект Маршала Жукова;Октябрьское поле
ATLANT;real_estate_agent;https://www.cian.ru/rent/flat/288503586/;Москва;rent;flat;10;15;3;62.0;967;60000;50;;;Саларьево
ЦАН;real_estate_agent;https://www.cian.ru/rent/flat/288848217/;Москва;rent;flat;15;25;3;85.0;1000;85000;50;Нагорный;Электролитный проезд;Нагорная
АЛЬФА;real_estate_agent;https://www.cian.ru/rent/flat/288142490/;Москва;rent;flat;6;18;3;127.0;1023;130000;50;Филевский парк;Кастанаевская;Филёвский парк
MERSI;real_estate_agent;https://www.cian.ru/rent/flat/287261268/;Москва;rent;flat;8;23;3;102.4;1464;150000;50;Басманный;набережная Академика Туполева;Бауманская
ATLANT;real_estate_agent;https://www.cian.ru/rent/flat/288743104/;Москва;rent;flat;1;5;3;60.0;833;50000;50;Богородское;Бойцовая;Бульвар Рокоссовского
ATLANT;real_estate_agent;https://www.cian.ru/rent/flat/288687212/;Москва;rent;flat;19;24;3;73.0;1342;98000;50;Тропарево-Никулино;Озерная;Озёрная
Excellent real estate;real_estate_agent;https://www.cian.ru/rent/flat/288145276/;Москва;rent;flat;10;16;3;65.0;738;48000;50;Косино-Ухтомский;Каскадная;Улица Дмитриевского
ЦАН;real_estate_agent;https://www.cian.ru/rent/flat/288646878/;Москва;rent;flat;1;5;3;60.0;1000;60000;50;Нижегородский;Нижегородская;Нижегородская
Вероника Яшина;realtor;https://www.cian.ru/rent/flat/288876973/;Москва;rent;flat;5;22;3;85.0;823;70000;50;Очаково-Матвеевское;Веерная;Аминьевская
ЦАН;real_estate_agent;https://www.cian.ru/rent/flat/288820841/;Москва;rent;flat;15;16;3;70.0;1000;70000;50;Отрадное;Юрловский проезд;Отрадное
ЦАН;real_estate_agent;https://www.cian.ru/rent/flat/288819163/;Москва;rent;flat;7;16;3;110.0;818;90000;50;Академический;Шверника;Академическая
ЦАН;real_estate_agent;https://www.cian.ru/rent/flat/288850609/;Москва;rent;flat;8;12;3;125.0;1440;180000;0;Хорошевский;Ходынский бульвар;ЦСКА
Estate time;real_estate_agent;https://www.cian.ru/rent/flat/285293756/;Москва;rent;flat;26;31;3;178.0;1685;300000;0;Очаково-Матвеевское;Нежинская;Славянский бульвар
ATLANT;real_estate_agent;https://www.cian.ru/rent/flat/288549233/;Москва;rent;flat;14;24;3;135.0;962;130000;50;Чертаново Центральное;Кировоградская;Пражская
Макспол Парк Культуры;real_estate_agent;https://www.cian.ru/rent/flat/288881326/;Москва;rent;flat;5;6;3;72.5;1103;80000;50;Тверской;3-я Тверская-Ямская;Маяковская
Apple Real Estate;real_estate_agent;https://www.cian.ru/rent/flat/282791005/;Москва;rent;flat;5;5;3;86.0;1395;120000;50;Тверской;3-я Тверская-Ямская;Маяковская
Delight  Realty;real_estate_agent;https://www.cian.ru/rent/flat/288219379/;Москва;rent;flat;7;8;3;100.0;1800;180000;0;Тверской;Садовая-Триумфальная;Маяковская
Whitewill Аренда;real_estate_agent;https://www.cian.ru/rent/flat/287711347/;Москва;rent;flat;3;3;3;143.0;1748;250000;0;Басманный;Нижняя Красносельская;Бауманская
Whitewill Аренда;real_estate_agent;https://www.cian.ru/rent/flat/287921304/;Москва;rent;flat;5;7;3;100.0;3500;350000;0;Хамовники;Льва Толстого;Парк Культуры
DOORS AGENCY;real_estate_agent;https://www.cian.ru/rent/flat/279340675/;Москва;rent;flat;30;33;3;82.0;2195;180000;0;Обручевский;Ленинский проспект;Новаторская
Apple Real Estate;real_estate_agent;https://www.cian.ru/rent/flat/286943839/;Москва;rent;flat;8;14;3;93.0;3763;350000;0;Мещанский;Советской Армии;Достоевская
Delight  Realty;real_estate_agent;https://www.cian.ru/rent/flat/288368315/;Москва;rent;flat;9;12;3;130.0;2076;270000;0;Якиманка;Серафимовича;Кропоткинская
Chase R.E.S.;real_estate_agent;https://www.cian.ru/rent/flat/281893571/;Москва;rent;flat;3;22;3;120.0;1416;170000;0;Пресненский;Шмитовский проезд;Выставочная
Delight  Realty;real_estate_agent;https://www.cian.ru/rent/flat/281089737/;Москва;rent;flat;4;5;3;150.0;1200;180000;0;Басманный;Армянский переулок;Чистые пруды
Delight  Realty;real_estate_agent;https://www.cian.ru/rent/flat/287732410/;Москва;rent;flat;5;6;3;130.0;2000;260000;0;Красносельский;Костянский переулок;Сухаревская
Delight  Realty;real_estate_agent;https://www.cian.ru/rent/flat/288748120/;Москва;rent;flat;8;16;3;134.0;2238;300000;0;Арбат;Малый Новопесковский переулок;Смоленская
NF Group - ex-Knight Frank Russia;real_estate_agent;https://www.cian.ru/rent/flat/286714988/;Москва;rent;flat;3;9;3;150.0;2000;300000;0;Замоскворечье;Большая Татарская;Третьяковская
Whitewill Аренда;real_estate_agent;https://www.cian.ru/rent/flat/279148392/;Москва;rent;flat;4;13;3;110.0;3181;350000;0;Арбат;Новый Арбат;Смоленская
Whitewill Аренда;real_estate_agent;https://www.cian.ru/rent/flat/279148275/;Москва;rent;flat;3;7;3;92.0;4239;390000;0;Арбат;1-й Смоленский переулок;Смоленская
Verges of estate;real_estate_agent;https://www.cian.ru/rent/flat/281386954/;Москва;rent;flat;8;53;3;100.0;1650;165000;50;Раменки;Мосфильмовская;Минская
ПИК-Аренда;real_estate_agent;https://www.cian.ru/rent/flat/288937422/;Москва;rent;flat;4;10;3;81.6;919;75000;0;Теплый Стан;Теплый Стан;Тёплый Стан
ПИК-Аренда;real_estate_agent;https://www.cian.ru/rent/flat/288937421/;Москва;rent;flat;4;19;3;75.7;1056;80000;45;Нижегородский;Нижегородская;Нижегородская
Антон Маслов;realtor;https://www.cian.ru/rent/flat/288647619/;Москва;rent;flat;12;34;3;100.0;900;90000;50;Аэропорт;Кочновский проезд;Гражданская
Apple Real Estate;real_estate_agent;https://www.cian.ru/rent/flat/284496459/;Москва;rent;flat;4;9;3;107.0;1869;200000;0;Басманный;Казарменный переулок;Курская
Excellent real estate;real_estate_agent;https://www.cian.ru/rent/flat/288847883/;Москва;rent;flat;4;9;3;65.0;723;47000;50;Вешняки;Вешняковская;Новогиреево
ПИК-Аренда;real_estate_agent;https://www.cian.ru/rent/flat/288684409/;Москва;rent;flat;3;9;3;68.9;651;44900;55;;;Бунинская аллея
Антон Маслов;realtor;https://www.cian.ru/rent/flat/288577098/;Москва;rent;flat;13;32;3;94.3;1060;100000;20;Аэропорт;Кочновский проезд;Гражданская
Whitewill Аренда;real_estate_agent;https://www.cian.ru/rent/flat/287459001/;Москва;rent;flat;6;13;3;127.0;3543;450000;0;Арбат;Новый Арбат;Смоленская
City View;real_estate_agent;https://www.cian.ru/rent/flat/288876122/;Москва;rent;flat;58;78;3;145.0;3103;450000;0;Пресненский;1-й Красногвардейский проезд;Тестовская
City View;real_estate_agent;https://www.cian.ru/rent/flat/288875865/;Москва;rent;flat;35;78;3;94.0;3191;300000;0;Пресненский;1-й Красногвардейский проезд;Тестовская
Макспол Парк Культуры;real_estate_agent;https://www.cian.ru/rent/flat/288881341/;Москва;rent;flat;7;16;3;76.4;785;60000;50;Митино;Уваровский переулок;Пенягино
МОСКВА СИТИ;real_estate_agent;https://www.cian.ru/rent/flat/284257940/;Москва;rent;flat;69;97;3;130.0;2692;350000;0;Пресненский;набережная Пресненская;Деловой центр
