author;author_type;link;city;deal_type;accommodation_type;floor;floors_count;rooms_count;total_meters;price_per_m2;price_per_month;commissions;district;street;underground
ЦАН;real_estate_agent;https://www.cian.ru/rent/flat/288586806/;Москва;rent;flat;4;15;1;44.0;1136;50000;30;Таганский;Мельникова;Пролетарская
Excellent real estate;real_estate_agent;https://www.cian.ru/rent/flat/288697054/;Москва;rent;flat;4;15;1;45.0;1111;50000;0;Таганский;Мельникова;Пролетарская
ДОМ.РФ Аренда;real_estate_agent;https://www.cian.ru/rent/flat/288667768/;Москва;rent;flat;2;13;1;39.1;1662;65000;0;Лефортово;шоссе Энтузиастов;Римская
ЦАН;real_estate_agent;https://www.cian.ru/rent/flat/288661601/;Москва;rent;flat;15;17;1;42.0;1428;60000;50;Черемушки;Цюрупы;Профсоюзная
Excellent real estate;real_estate_agent;https://www.cian.ru/rent/flat/288691449/;Москва;rent;flat;5;17;1;40.0;1500;60000;50;Черемушки;Цюрупы;Профсоюзная
Александр Михеев;realtor;https://www.cian.ru/rent/flat/154831420/;Москва;rent;flat;4;16;1;38.0;1105;42000;0;Преображенское;Большая Черкизовская;Преображенская площадь
ATLANT;real_estate_agent;https://www.cian.ru/rent/flat/288960448/;Москва;rent;flat;7;9;1;34.0;2117;72000;50;Хамовники;Оболенский переулок;Парк Культуры
ID 468180;realtor;https://www.cian.ru/rent/flat/288824714/;Москва;rent;flat;15;24;1;31.0;2419;75000;50;Войковский;Старопетровский проезд;Войковская
ID 70013902;homeowner;https://www.cian.ru/rent/flat/252845120/;Москва;rent;flat;8;8;1;12.0;2916;35000;0;Западное Дегунино;Дмитровское шоссе;Селигерская
ID 12958101;official_representative;https://www.cian.ru/rent/flat/287575956/;Москва;rent;flat;10;16;1;39.0;897;34999;50;;;Улица Скобелевская
ID 12962545;unknown;https://www.cian.ru/rent/flat/284397476/;Москва;rent;flat;8;15;1;38.0;1050;39900;0;;;Рассказовка
ATLANT;real_estate_agent;https://www.cian.ru/rent/flat/288970657/;Москва;rent;flat;2;7;1;52.0;1153;60000;50;Можайский;Верейская;Давыдково
ПАРТНЕР;real_estate_agent;https://www.cian.ru/rent/flat/288875832/;Москва;rent;flat;4;9;1;35.5;1267;45000;50;;;Филатов Луг
ATLANT;real_estate_agent;https://www.cian.ru/rent/flat/288719742/;Москва;rent;flat;7;22;1;45.0;1111;50000;50;Ломоносовский;Академика Пилюгина;Новые Черёмушки
АЛЬФА;real_estate_agent;https://www.cian.ru/rent/flat/288853642/;Москва;rent;flat;8;16;1;35.0;1428;50000;50;Басманный;Ладожская;Бауманская
Татьяна Серебрякова;realtor;https://www.cian.ru/rent/flat/288564406/;Москва;rent;flat;2;12;1;40.0;962;38500;30;Гольяново;Уральская;Щёлковская
ЦАН;real_estate_agent;https://www.cian.ru/rent/flat/288967147/;Москва;rent;flat;3;5;1;34.0;1470;50000;50;Очаково-Матвеевское;Озерная;Озёрная
ID 12958101;official_representative;https://www.cian.ru/rent/flat/288598566/;Москва;rent;flat;13;17;1;19.0;1842;34999;50;Некрасовка;проспект Защитников Москвы;Некрасовка
DOORS AGENCY;real_estate_agent;https://www.cian.ru/rent/flat/288869263/;Москва;rent;flat;19;21;1;27.0;1555;42000;50;Тропарево-Никулино;Востряковское шоссе;Озёрная
EMPIRE HOME;real_estate_agent;https://www.cian.ru/rent/flat/288875075/;Москва;rent;flat;3;5;1;32.0;1000;32000;50;Очаково-Матвеевское;Матвеевская;Аминьевская
ID 12958101;official_representative;https://www.cian.ru/rent/flat/287778541/;Москва;rent;flat;1;5;1;18.0;2111;38000;50;Беговой;Нижняя;Белорусская
Андрей Чернооков;realtor;https://www.cian.ru/rent/flat/282957264/;Москва;rent;flat;1;3;1;30.0;1166;35000;0;Даниловский;Автозаводская;Технопарк
ЦАН;real_estate_agent;https://www.cian.ru/rent/flat/288955918/;Москва;rent;flat;9;12;1;40.0;1250;50000;50;Строгино;Твардовского;Строгино
DOORS AGENCY;real_estate_agent;https://www.cian.ru/rent/flat/265456052/;Москва;rent;flat;2;25;1;35.0;1285;45000;50;Солнцево;Боровское шоссе;Говорово
ATLANT;real_estate_agent;https://www.cian.ru/rent/flat/288930038/;Москва;rent;flat;10;22;1;45.0;1000;45000;50;Чертаново Южное;Кировоградская;Пражская
ATLANT;real_estate_agent;https://www.cian.ru/rent/flat/288956966/;Москва;rent;flat;2;8;1;40.0;1125;45000;50;Савеловский;4-й Вятский переулок;Дмитровская
АЛЬФА;real_estate_agent;https://www.cian.ru/rent/flat/288955839/;Москва;rent;flat;9;12;1;40.0;1250;50000;30;Строгино;Твардовского;Строгино
Excellent real estate;real_estate_agent;https://www.cian.ru/rent/flat/288902130/;Москва;rent;flat;5;17;1;40.0;1000;40000;80;Некрасовка;Покровская;Некрасовка
АЛЬФА;real_estate_agent;https://www.cian.ru/rent/flat/288911840/;Москва;rent;flat;2;17;1;38.0;1578;60000;50;Марфино;Большая Марфинская;Улица Милашенкова
Excellent real estate;real_estate_agent;https://www.cian.ru/rent/flat/288825305/;Москва;rent;flat;6;6;1;20.0;1750;35000;60;Вешняки;аллея Первой Маевки;Рязанский проспект
Ксения Кубиева;realtor;https://www.cian.ru/rent/flat/159135766/;Москва;rent;flat;15;17;1;38.0;1105;42000;50;Москворечье-Сабурово;Кантемировская;Кантемировская
ID 229449;realtor;https://www.cian.ru/rent/flat/288606867/;Москва;rent;flat;1;17;1;35.6;1207;43000;0;Ховрино;Дыбенко;Ховрино
ЦАН;real_estate_agent;https://www.cian.ru/rent/flat/288417333/;Москва;rent;flat;4;10;1;22.0;2272;50000;50;Проспект Вернадского;проспект Вернадского;Проспект Вернадского
Многофункциональный комплекс Ханой-Москва;official_representative;https://www.cian.ru/rent/flat/165451066/;Москва;rent;flat;10;21;1;52.0;888;46200;0;Ярославский;Ярославское шоссе;ВДНХ
Excellent real estate;real_estate_agent;https://www.cian.ru/rent/flat/288899550/;Москва;rent;flat;8;14;1;40.0;750;30000;70;Тимирязевский;Ивановская;Тимирязевская
Excellent real estate;real_estate_agent;https://www.cian.ru/rent/flat/288656680/;Москва;rent;flat;1;5;1;30.0;1300;39000;50;Таганский;Талалихина;Пролетарская
АЛЬФА;real_estate_agent;https://www.cian.ru/rent/flat/288893508/;Москва;rent;flat;4;9;1;50.0;900;45000;50;Арбат;1-й Смоленский переулок;Смоленская
Excellent real estate;real_estate_agent;https://www.cian.ru/rent/flat/288620006/;Москва;rent;flat;1;6;1;20.0;1500;30000;60;Вешняки;аллея Первой Маевки;Рязанский проспект
Excellent real estate;real_estate_agent;https://www.cian.ru/rent/flat/288763069/;Москва;rent;flat;9;9;1;38.0;1052;40000;50;Проспект Вернадского;Лобачевского;Проспект Вернадского
АЛЬФА;real_estate_agent;https://www.cian.ru/rent/flat/288696879/;Москва;rent;flat;18;19;1;37.0;1216;45000;50;Дмитровский;Дмитровское шоссе;Яхромская
ATLANT;real_estate_agent;https://www.cian.ru/rent/flat/288324666/;Москва;rent;flat;7;30;1;45.0;1111;50000;50;Гольяново;Амурская;Локомотив
ID 18762998;homeowner;https://www.cian.ru/rent/flat/218702343/;Москва;rent;flat;7;16;1;36.5;1260;46000;0;Зюзино;Симферопольский бульвар;Севастопольская
ATLANT;real_estate_agent;https://www.cian.ru/rent/flat/287946506/;Москва;rent;flat;2;14;1;40.0;850;34000;50;Метрогородок;Николая Химушина;Бульвар Рокоссовского
ATLANT;real_estate_agent;https://www.cian.ru/rent/flat/288757881/;Москва;rent;flat;2;9;1;37.0;1351;50000;50;Хамовники;Плющиха;Киевская
Excellent real estate;real_estate_agent;https://www.cian.ru/rent/flat/288967152/;Москва;rent;flat;4;5;1;32.0;937;30000;50;Метрогородок;Открытое шоссе;Бульвар Рокоссовского
Excellent real estate;real_estate_agent;https://www.cian.ru/rent/flat/288981091/;Москва;rent;flat;14;21;1;25.0;1280;32000;50;Текстильщики;1-й Грайвороновский проезд;Текстильщики
Excellent real estate;real_estate_agent;https://www.cian.ru/rent/flat/288978529/;Москва;rent;flat;4;5;1;32.0;1000;32000;50;Головинский;Онежская;Речной вокзал
Excellent real estate;real_estate_agent;https://www.cian.ru/rent/flat/288966546/;Москва;rent;flat;3;5;1;35.0;1000;35000;50;Коптево;бульвар Матроса Железняка;Коптево
Excellent real estate;real_estate_agent;https://www.cian.ru/rent/flat/288981042/;Москва;rent;flat;5;5;1;20.0;1750;35000;50;Богородское;Ивантеевская;Бульвар Рокоссовского
ATLANT;real_estate_agent;https://www.cian.ru/rent/flat/288954438/;Москва;rent;flat;11;19;1;42.0;833;35000;50;Некрасовка;Покровская;Некрасовка
Excellent real estate;real_estate_agent;https://www.cian.ru/rent/flat/288974392/;Москва;rent;flat;1;9;1;35.0;1200;42000;50;Мещанский;Протопоповский переулок;Проспект Мира
Excellent real estate;real_estate_agent;https://www.cian.ru/rent/flat/288951366/;Москва;rent;flat;5;17;1;40.0;1125;45000;50;Нагатинский затон;Судостроительная;Коломенская
ATLANT;real_estate_agent;https://www.cian.ru/rent/flat/288942490/;Москва;rent;flat;7;32;1;25.0;1880;47000;50;Очаково-Матвеевское;Большая Очаковская;Аминьевская
ATLANT;real_estate_agent;https://www.cian.ru/rent/flat/288953984/;Москва;rent;flat;4;16;1;45.0;1111;50000;50;Таганский;переулок Ковров;Римская
ATLANT;real_estate_agent;https://www.cian.ru/rent/flat/288925672/;Москва;rent;flat;11;22;1;42.0;1190;50000;50;Обручевский;38-й Юго-Запада кв-л;Новаторская
ATLANT;real_estate_agent;https://www.cian.ru/rent/flat/288967075/;Москва;rent;flat;29;31;1;38.0;1315;50000;50;Богородское;Тюменский проезд;Бульвар Рокоссовского
ATLANT;real_estate_agent;https://www.cian.ru/rent/flat/288951626/;Москва;rent;flat;23;29;1;30.0;1833;55000;50;Лефортово;Крузенштерна;Авиамоторная
ATLANT;real_estate_agent;https://www.cian.ru/rent/flat/288929141/;Москва;rent;flat;6;24;1;35.0;1571;55000;50;;;Рассказовка
ATLANT;real_estate_agent;https://www.cian.ru/rent/flat/288923041/;Москва;rent;flat;10;16;1;45.0;1333;60000;50;Коптево;Большая Академическая;Лихоборы
ATLANT;real_estate_agent;https://www.cian.ru/rent/flat/288926257/;Москва;rent;flat;21;35;1;45.0;1444;65000;50;Раменки;Лобачевского;Аминьевская
ATLANT;real_estate_agent;https://www.cian.ru/rent/flat/288886405/;Москва;rent;flat;3;5;1;31.0;1064;33000;50;Черемушки;Севастопольский проспект;Зюзино
VITA ESTATE;real_estate_agent;https://www.cian.ru/rent/flat/288882026/;Москва;rent;flat;6;6;1;16.0;2375;38000;50;Вешняки;аллея Первой Маевки;Рязанский проспект
VITA ESTATE;real_estate_agent;https://www.cian.ru/rent/flat/288882090/;Москва;rent;flat;6;6;1;16.0;2375;38000;50;Вешняки;аллея Первой Маевки;Рязанский проспект
АЛЬФА;real_estate_agent;https://www.cian.ru/rent/flat/288899914/;Москва;rent;flat;2;17;1;44.0;909;40000;50;Нагатинский затон;проспект Андропова;Коломенская
ATLANT;real_estate_agent;https://www.cian.ru/rent/flat/288915616/;Москва;rent;flat;7;22;1;42.0;952;40000;50;Новогиреево;Свободный проспект;Новогиреево
ATLANT;real_estate_agent;https://www.cian.ru/rent/flat/288889094/;Москва;rent;flat;9;9;1;37.0;1081;40000;50;Орехово-Борисово Южное;Ясеневая;Домодедовская
YU HOME;real_estate_agent;https://www.cian.ru/rent/flat/288927137/;Москва;rent;flat;1;4;1;35.0;1142;40000;70;Басманный;Аптекарский переулок;Бауманская
ЦАН;real_estate_agent;https://www.cian.ru/rent/flat/288894532/;Москва;rent;flat;10;10;1;15.0;3000;45000;50;Проспект Вернадского;проспект Вернадского;Проспект Вернадского
ATLANT;real_estate_agent;https://www.cian.ru/rent/flat/288921034/;Москва;rent;flat;8;12;1;53.0;943;50000;50;Орехово-Борисово Северное;Генерала Белова;Домодедовская
ATLANT;real_estate_agent;https://www.cian.ru/rent/flat/288924289/;Москва;rent;flat;1;9;1;36.0;1388;50000;50;Ростокино;проспект Мира;Ростокино
ЦАН;real_estate_agent;https://www.cian.ru/rent/flat/288901357/;Москва;rent;flat;8;15;1;41.0;1268;52000;50;Коньково;Профсоюзная;Беляево
АЛЬФА;real_estate_agent;https://www.cian.ru/rent/flat/288924711/;Москва;rent;flat;4;13;1;38.0;1447;55000;50;Люблино;проспект 40 лет Октября;Волжская
ATLANT;real_estate_agent;https://www.cian.ru/rent/flat/288892456/;Москва;rent;flat;17;24;1;40.0;1375;55000;50;Западное Дегунино;Дмитровское шоссе;Верхние Лихоборы
ATLANT;real_estate_agent;https://www.cian.ru/rent/flat/288924076/;Москва;rent;flat;5;22;1;43.0;1325;57000;50;Покровское-Стрешнево;Волоколамское шоссе;Спартак
ATLANT;real_estate_agent;https://www.cian.ru/rent/flat/288927951/;Москва;rent;flat;11;24;1;35.0;1857;65000;50;Войковский;Старопетровский проезд;Войковская
Excellent real estate;real_estate_agent;https://www.cian.ru/rent/flat/288689230/;Москва;rent;flat;14;17;1;43.0;813;35000;50;Некрасовка;Лавриненко;Некрасовка
Excellent real estate;real_estate_agent;https://www.cian.ru/rent/flat/288800363/;Москва;rent;flat;8;9;1;35.0;1142;40000;50;Фили-Давыдково;Пинский проезд;Пионерская
Екатерина Боброва;realtor;https://www.cian.ru/rent/flat/288686369/;Москва;rent;flat;4;12;1;40.0;900;36000;60;Лосиноостровский;Изумрудная;Бабушкинская
Excellent real estate;real_estate_agent;https://www.cian.ru/rent/flat/288748367/;Москва;rent;flat;2;3;1;25.0;1800;45000;50;Нагорный;Электролитный проезд;Нагорная
ЦАН;real_estate_agent;https://www.cian.ru/rent/flat/283801536/;Москва;rent;flat;2;5;1;45.0;1111;50000;50;Пресненский;Литвина-Седого;Улица 1905 года
ЦАН;real_estate_agent;https://www.cian.ru/rent/flat/288181560/;Москва;rent;flat;2;11;1;25.0;2800;70000;50;Басманный;Казакова;Курская
ЦАН;real_estate_agent;https://www.cian.ru/rent/flat/288158344/;Москва;rent;flat;6;14;1;35.0;1285;45000;60;Орехово-Борисово Южное;Каширское шоссе;Домодедовская
ATLANT;real_estate_agent;https://www.cian.ru/rent/flat/288281335/;Москва;rent;flat;22;24;1;44.0;1250;55000;35;Дмитровский;Дмитровское шоссе;Яхромская
Excellent real estate;real_estate_agent;https://www.cian.ru/rent/flat/288376475/;Москва;rent;flat;1;9;1;35.0;1200;42000;50;Отрадное;Бестужевых;Отрадное
Excellent real estate;real_estate_agent;https://www.cian.ru/rent/flat/288807117/;Москва;rent;flat;8;14;1;45.0;1111;50000;50;Коптево;Зои и Александра Космодемьянских;Войковская
Excellent real estate;real_estate_agent;https://www.cian.ru/rent/flat/288851829/;Москва;rent;flat;3;4;1;25.0;2200;55000;50;Даниловский;2-я Рощинская;Тульская
Excellent real estate;real_estate_agent;https://www.cian.ru/rent/flat/288873956/;Москва;rent;flat;8;9;1;21.0;1904;40000;50;Проспект Вернадского;проспект Вернадского;Проспект Вернадского
Excellent real estate;real_estate_agent;https://www.cian.ru/rent/flat/288869383/;Москва;rent;flat;3;5;1;37.0;1027;38000;50;Тимирязевский;Костякова;Тимирязевская
ЦАН;real_estate_agent;https://www.cian.ru/rent/flat/288641680/;Москва;rent;flat;14;28;1;35.0;1714;60000;50;Лефортово;проезд Невельского;Москва-Товарная
Excellent real estate;real_estate_agent;https://www.cian.ru/rent/flat/288710610/;Москва;rent;flat;19;23;1;45.0;888;40000;50;Рязанский;Волжский бульвар;Текстильщики
ATLANT;real_estate_agent;https://www.cian.ru/rent/flat/288764422/;Москва;rent;flat;22;25;1;37.0;1162;43000;50;Люблино;Люблинская;Перерва
ATLANT;real_estate_agent;https://www.cian.ru/rent/flat/288865774/;Москва;rent;flat;19;31;1;36.0;1611;58000;50;Богородское;Тюменский проезд;Бульвар Рокоссовского
Excellent real estate;real_estate_agent;https://www.cian.ru/rent/flat/288819744/;Москва;rent;flat;12;14;1;40.0;1000;40000;50;Коптево;Приорова;Войковская
ATLANT;real_estate_agent;https://www.cian.ru/rent/flat/288805950/;Москва;rent;flat;6;18;1;45.0;888;40000;50;Чертаново Центральное;Красного Маяка;Пражская
ATLANT;real_estate_agent;https://www.cian.ru/rent/flat/288847271/;Москва;rent;flat;5;25;1;43.0;1162;50000;50;;;Саларьево
Excellent real estate;real_estate_agent;https://www.cian.ru/rent/flat/288093106/;Москва;rent;flat;2;26;1;45.0;1266;57000;50;Фили-Давыдково;Кастанаевская;Кунцевская
ATLANT;real_estate_agent;https://www.cian.ru/rent/flat/288879674/;Москва;rent;flat;7;16;1;38.0;1000;38000;50;Гольяново;Щелковское шоссе;Щёлковская
АЛЬФА;real_estate_agent;https://www.cian.ru/rent/flat/288763062/;Москва;rent;flat;4;9;1;35.0;1142;40000;50;Северное Измайлово;Сиреневый бульвар;Щёлковская
ЦАН;real_estate_agent;https://www.cian.ru/rent/flat/288642482/;Москва;rent;flat;8;14;1;40.0;975;39000;50;Коньково;Профсоюзная;Коньково
ID 12958101;official_representative;https://www.cian.ru/rent/flat/288628104/;Москва;rent;flat;8;12;1;38.0;789;30000;50;Южное Медведково;проезд Дежнева;Свиблово
Apple Real Estate;real_estate_agent;https://www.cian.ru/rent/flat/284760220/;Москва;rent;flat;3;10;1;41.0;1585;65000;0;Арбат;Проточный переулок;Смоленская
Сергей Яхновец;realtor;https://www.cian.ru/rent/flat/288898322/;Москва;rent;flat;3;14;1;33.4;898;30000;50;;;Бунинская аллея
ID 12958101;official_representative;https://www.cian.ru/rent/flat/252845140/;Москва;rent;flat;2;24;1;20.0;1499;29999;50;;;Ольховая
Северная слобода;real_estate_agent;https://www.cian.ru/rent/flat/283471840/;Москва;rent;flat;3;3;1;35.0;1142;40000;50;Северный;Дмитровское шоссе;Алтуфьево
Apple Real Estate;real_estate_agent;https://www.cian.ru/rent/flat/288662544/;Москва;rent;flat;4;6;1;37.0;2432;90000;50;Хамовники;Комсомольский проспект;Парк Культуры
ID 12958101;official_representative;https://www.cian.ru/rent/flat/288871933/;Москва;rent;flat;14;22;1;18.5;2297;42500;50;Покровское-Стрешнево;Волоколамское шоссе;Спартак
Excellent real estate;real_estate_agent;https://www.cian.ru/rent/flat/288870030/;Москва;rent;flat;3;9;1;30.0;1500;45000;50;Богородское;Ивантеевская;Бульвар Рокоссовского
ЦАН;real_estate_agent;https://www.cian.ru/rent/flat/288699881/;Москва;rent;flat;6;12;1;52.0;1538;80000;50;Обручевский;Ленинский проспект;Новаторская
Вертикаль;real_estate_agent;https://www.cian.ru/rent/flat/288085691/;Москва;rent;flat;4;6;1;38.0;2368;90000;0;Хамовники;Комсомольский проспект;Парк Культуры
ID 13027056;official_representative;https://www.cian.ru/rent/flat/288959494/;Москва;rent;flat;16;18;1;21.0;1523;32000;0;;;Рассказовка
ПИК-Аренда;real_estate_agent;https://www.cian.ru/rent/flat/288974720/;Москва;rent;flat;1;9;1;32.6;1098;35800;55;Теплый Стан;Профсоюзная;Коньково
ПИК-Аренда;real_estate_agent;https://www.cian.ru/rent/flat/288967243/;Москва;rent;flat;5;17;1;39.8;992;39500;55;Выхино-Жулебино;Рязанский проспект;Рязанский проспект
ПИК-Аренда;real_estate_agent;https://www.cian.ru/rent/flat/288957548/;Москва;rent;flat;6;21;1;31.6;1325;41900;55;Текстильщики;1-й Грайвороновский проезд;Стахановская
ПИК-Аренда;real_estate_agent;https://www.cian.ru/rent/flat/288961924/;Москва;rent;flat;16;16;1;39.6;1085;43000;55;Орехово-Борисово Южное;Ясеневая;Домодедовская
Excellent real estate;real_estate_agent;https://www.cian.ru/rent/flat/288968803/;Москва;rent;flat;2;7;1;27.0;1851;50000;50;Таганский;Нижегородская;Площадь Ильича
ПИК-Аренда;real_estate_agent;https://www.cian.ru/rent/flat/288961920/;Москва;rent;flat;8;17;1;39.8;1256;50000;55;Хорошево-Мневники;Маршала Тухачевского;Панфиловская
ПИК-Аренда;real_estate_agent;https://www.cian.ru/rent/flat/288964522/;Москва;rent;flat;14;23;1;45.3;1498;67900;45;Лефортово;Красноказарменная;Авиамоторная
Макспол Парк Культуры;real_estate_agent;https://www.cian.ru/rent/flat/288881130/;Москва;rent;flat;9;9;1;26.0;1384;36000;50;Северное Медведково;Грекова;Медведково
Delight  Realty;real_estate_agent;https://www.cian.ru/rent/flat/287405528/;Москва;rent;flat;3;5;1;37.0;3783;140000;0;Тверской;Петровка;Чеховская
Макспол Парк Культуры;real_estate_agent;https://www.cian.ru/rent/flat/288881429/;Москва;rent;flat;8;9;1;20.4;1372;28000;50;Преображенское;Халтуринская;Преображенская площадь
Макспол Парк Культуры;real_estate_agent;https://www.cian.ru/rent/flat/288881232/;Москва;rent;flat;15;22;1;45.0;933;42000;50;Южное Медведково;Полярная;Медведково
Макспол Парк Культуры;real_estate_agent;https://www.cian.ru/rent/flat/288880993/;Москва;rent;flat;6;23;1;38.0;1447;55000;50;Можайский;Рябиновая;Рабочий посёлок
Excellent real estate;real_estate_agent;https://www.cian.ru/rent/flat/286864165/;Москва;rent;flat;7;14;1;20.0;1300;26000;55;Марфино;Ботаническая;Окружная
ID 12744562;homeowner;https://www.cian.ru/rent/flat/209360463/;Москва;rent;flat;2;14;1;39.0;1051;41000;0;Можайский;Дорогобужская;Кунцевская
Светлана Лазарева;realtor;https://www.cian.ru/rent/flat/288541020/;Москва;rent;flat;12;22;1;42.0;1023;43000;50;Кунцево;Рублевское шоссе;Молодёжная
Ирина Демидова;realtor;https://www.cian.ru/rent/flat/281336425/;Москва;rent;flat;1;21;1;25.0;1059;26499;0;;;Остафьево
Apple Real Estate;real_estate_agent;https://www.cian.ru/rent/flat/287968357/;Москва;rent;flat;2;9;1;33.0;1969;65000;0;Красносельский;Костянский переулок;Тургеневская
Apple Real Estate;real_estate_agent;https://www.cian.ru/rent/flat/287711961/;Москва;rent;flat;6;22;1;50.0;1000;50000;50;Нагатинский затон;Кленовый бульвар;Кленовый бульвар
ATLANT;real_estate_agent;https://www.cian.ru/rent/flat/288981112/;Москва;rent;flat;14;19;1;45.0;888;40000;50;Ховрино;Левобережная;Ховрино
ATLANT;real_estate_agent;https://www.cian.ru/rent/flat/288978783/;Москва;rent;flat;22;24;1;40.0;1325;53000;50;Гольяново;Амурская;Локомотив
ATLANT;real_estate_agent;https://www.cian.ru/rent/flat/288971234/;Москва;rent;flat;5;19;1;40.0;1375;55000;50;Красносельский;Малый Краснопрудный тупик;Красносельская
ATLANT;real_estate_agent;https://www.cian.ru/rent/flat/288970033/;Москва;rent;flat;7;14;1;40.0;1500;60000;50;Алексеевский;Новоалексеевская;Алексеевская
ATLANT;real_estate_agent;https://www.cian.ru/rent/flat/288960224/;Москва;rent;flat;10;36;1;37.0;1702;63000;50;Хорошево-Мневники;Шелепихинская набережная;Шелепиха
ATLANT;real_estate_agent;https://www.cian.ru/rent/flat/288953570/;Москва;rent;flat;3;5;1;38.0;2105;80000;50;Хорошевский;Хорошевское шоссе;Беговая
Dream Realty;real_estate_agent;https://www.cian.ru/rent/flat/283509366/;Москва;rent;flat;21;25;1;46.4;754;35000;50;Некрасовка;Вертолетчиков;Некрасовка
Apple Real Estate;real_estate_agent;https://www.cian.ru/rent/flat/284186482/;Москва;rent;flat;26;26;1;38.0;3421;130000;0;Арбат;Новый Арбат;Арбатская
ID 284374;realtor;https://www.cian.ru/rent/flat/286574036/;Москва;rent;flat;5;6;1;55.0;1272;70000;50;Обручевский;Ленинский проспект;Юго-Западная
Whitewill Аренда;real_estate_agent;https://www.cian.ru/rent/flat/287041109/;Москва;rent;flat;5;11;1;70.0;4285;300000;0;Хамовники;Усачева;Фрунзенская
ATLANT;real_estate_agent;https://www.cian.ru/rent/flat/288803195/;Москва;rent;flat;20;25;1;45.0;1000;45000;45;Строгино;Твардовского;Строгино
Apple Real Estate;real_estate_agent;https://www.cian.ru/rent/flat/287825697/;Москва;rent;flat;6;6;1;58.0;2931;170000;0;Басманный;переулок Лялин;Курская
Whitewill Аренда;real_estate_agent;https://www.cian.ru/rent/flat/286725235/;Москва;rent;flat;56;85;1;82.0;3048;250000;0;Пресненский;1-й Красногвардейский проезд;Международная
BARSANDKEY;real_estate_agent;https://www.cian.ru/rent/flat/288647588/;Москва;rent;flat;3;12;1;37.0;1027;38000;40;Кузьминки;Есенинский бульвар;Кузьминки
Apple Real Estate;real_estate_agent;https://www.cian.ru/rent/flat/288104610/;Москва;rent;flat;6;10;1;114.0;1666;190000;0;Тверской;Большая Грузинская;Белорусская
Lucky Realty;real_estate_agent;https://www.cian.ru/rent/flat/273300488/;Москва;rent;flat;9;9;1;35.0;1342;47000;50;Тверской;Бутырский Вал;Савёловская
Life Style;real_estate_agent;https://www.cian.ru/rent/flat/288553889/;Москва;rent;flat;8;25;1;47.0;851;40000;0;Солнцево;Боровское шоссе;Говорово
Владимир Дворянский;realtor;https://www.cian.ru/rent/flat/288743288/;Москва;rent;flat;2;8;1;35.0;1000;35000;50;Академический;Нахимовский проспект;Профсоюзная
ЮВЕГА-Сити;real_estate_agent;https://www.cian.ru/rent/flat/287681838/;Москва;rent;flat;3;22;1;40.0;1075;43000;50;Крылатское;Осенняя;Крылатское
Сергей Тлустый;realtor;https://www.cian.ru/rent/flat/217723133/;Москва;rent;flat;1;14;1;38.0;1000;38000;80;Савеловский;Петровско-Разумовский проезд;Дмитровская
Владимир Фетискин;realtor;https://www.cian.ru/rent/flat/286910863/;Москва;rent;flat;1;8;1;38.0;1184;45000;50;Тверской;Чаянова;Новослободская
ПАРТНЕР;real_estate_agent;https://www.cian.ru/rent/flat/288939809/;Москва;rent;flat;7;9;1;35.0;857;30000;50;Ивановское;шоссе Энтузиастов;Новогиреево
Анна Климова;realtor;https://www.cian.ru/rent/flat/190432015/;Москва;rent;flat;9;12;1;36.0;833;30000;60;Бабушкинский;Летчика Бабушкина;Бабушкинская
Гранд Сервис Недвижимость;real_estate_agent;https://www.cian.ru/rent/flat/288989368/;Москва;rent;flat;5;17;1;40.0;875;35000;50;Митино;Генерала Белобородова;Митино
Оксана Бабченко;realtor;https://www.cian.ru/rent/flat/288974187/;Москва;rent;flat;5;9;1;32.9;1124;37000;50;Преображенское;Большая Черкизовская;Преображенская площадь
ATLANT;real_estate_agent;https://www.cian.ru/rent/flat/288990166/;Москва;rent;flat;13;27;1;43.0;930;40000;50;Нагорный;Электролитный проезд;Нагорная
ATLANT;real_estate_agent;https://www.cian.ru/rent/flat/288990448/;Москва;rent;flat;5;20;1;42.0;952;40000;50;Текстильщики;Чистова;Волжская
Ульяна Македонская;realtor;https://www.cian.ru/rent/flat/288967426/;Москва;rent;flat;13;14;1;40.0;1050;42000;50;Северное Бутово;Старобитцевская;Бульвар Дмитрия Донского
Лариса Поликарпова;realtor;https://www.cian.ru/rent/flat/288965296/;Москва;rent;flat;6;8;1;45.3;1545;70000;50;Гагаринский;Строителей;Университет
ЭЛЬНОВА;real_estate_agent;https://www.cian.ru/rent/flat/288980943/;Москва;rent;flat;10;30;1;33.0;2272;75000;50;Пресненский;Шмитовский проезд;Шелепиха
Алевтина Старжевич;realtor;https://www.cian.ru/rent/flat/288965287/;Москва;rent;flat;3;14;1;51.0;1666;85000;25;Пресненский;Малая Грузинская;Баррикадная
Инна Антипова;realtor;https://www.cian.ru/rent/flat/288918113/;Москва;rent;flat;6;16;1;35.0;1142;40000;65;Теплый Стан;Профсоюзная;Тёплый Стан
АЛЬФА;real_estate_agent;https://www.cian.ru/rent/flat/288905823/;Москва;rent;flat;2;12;1;25.0;2400;60000;50;Таганский;Гончарная;Таганская
АЛЬФА;real_estate_agent;https://www.cian.ru/rent/flat/288911070/;Москва;rent;flat;1;5;1;38.0;1052;40000;50;Кузьминки;Волгоградский проспект;Кузьминки
